,Gross,Diff,CapPct,DiffPct,Date,Show,Theater,Avg_Ticket,Top_Ticket,Seats_Sold,Capacity,Performances,Previews
7,382041.5,-35470.5,80.86,15.25,1/28/24,Days Of Wine And Roses,Studio 54,59.78,247,6391,988,1,7
8,1462226.84,298872.74,101.73,3.48,1/28/24,Gutenberg! The Musical!,James Earl Jones Theatre,168.87,497,8659,1064,8,0
9,733839.95,38544.2,97.71,1.99,1/28/24,Hadestown,Walter Kerr Theatre,102.26,0,7176,918,8,0
10,1725789.5,-36772.75,99.74,1.68,1/28/24,Hamilton,Richard Rodgers Theatre,163.37,399,10564,1324,8,0
11,707076.71,166716.94,98.27,18.48,1/28/24,Harmony,Ethel Barrymore Theatre,87.49,297,8082,1028,8,0
12,1145406.95,70679.05,91.47,5.59,1/28/24,Harry Potter and the Cursed Child,Lyric Theatre,96.5,299,11869,1622,8,0
13,503735,120692.95,82.71,19.29,1/28/24,How to Dance in Ohio,Belasco Theatre,76.98,247,6544,989,8,0
14,524423.3,36562.9,93.06,10.59,1/28/24,Kimberly Akimbo,Booth Theatre,91.12,273,5755,773,8,0
15,1701309,-111965,95.37,0.27,1/28/24,The Lion King,Minskoff Theatre,131.48,249,12940,1696,8,0
16,1598882,-89658,100,0,1/28/24,Merrily We Roll Along,Hudson Theatre,206.89,649,7728,966,8,0
17,1349620,-87102.5,91.98,-3.28,1/28/24,MJ The Musical,Neil Simon Theatre,132.24,329,10206,1387,8,0
18,1120096.63,43346.19,96.67,2.97,1/28/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,111.41,0,10054,1300,8,0
19,504049,69003,96.15,6.49,1/28/24,Prayer For The French Republic,Samuel J. Friedman Theatre,102.87,299,4900,637,8,0
20,648791.7,152014.6,84.92,22.08,1/28/24,Purlie Victorious,Music Box Theatre,95.41,297,6800,1001,8,0
21,879245,-890.8,99.03,2.52,1/28/24,SIX: The Musical,Lena Horne Theatre,107.65,299,8168,1031,8,0
22,828353.3,-4323.35,72.28,2.06,1/28/24,Spamalot,St. James Theatre,86.67,0,9558,1653,8,0
23,776081.2,-19318.7,90.29,-0.01,1/28/24,Sweeney Todd,Lunt-Fontanne Theatre,81.97,299,9468,1498,7,0
24,1634333.5,-61426.5,97.43,-1.19,1/28/24,Wicked,Gershwin Theatre,112.34,275,14548,1867,8,0
0,974754.3,-193189.6,92.71,-2.65,1/21/24,& Juliet,Stephen Sondheim Theatre,128.09,323,7610,1026,8,0
1,1051107.4,229510.4,89.42,-3.05,1/21/24,Aladdin,New Amsterdam Theatre,85.08,189.5,12354,1727,8,0
2,701140.35,248266.1,95.12,11.4,1/21/24,Appropriate,Belasco Theatre,158.59,372.5,4421,581,8,0
3,974544,-243499.31,85.4,-11.4,1/21/24,Back To The Future,Winter Garden Theatre,96.51,297,10098,1478,8,0
4,694421.65,-51901.5,55.69,-3.11,1/21/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,135.18,347.5,5137,1153,8,0
5,915103.9,-103504.38,95.83,-0.98,1/21/24,The Book of Mormon,Eugene O'Neill Theatre,111.98,0,8172,1066,8,0
6,602306.15,-78063.83,75.36,-4.95,1/21/24,Chicago,Ambassador Theatre,92.51,237,6511,1080,8,0
7,417512,-73428.5,65.61,-16.04,1/21/24,Days Of Wine And Roses,Studio 54,80.51,247,5186,988,0,8
8,1163354.1,-45380.8,98.25,-0.54,1/21/24,Gutenberg! The Musical!,James Earl Jones Theatre,139.11,397,8363,1064,8,0
9,695295.75,-136539.2,95.72,-4.51,1/21/24,Hadestown,Walter Kerr Theatre,98.9,0,7030,918,8,0
10,1762562.25,-139287.5,98.06,-2.53,1/21/24,Hamilton,Richard Rodgers Theatre,169.69,399,10387,1324,8,0
11,540359.77,5591.06,79.79,3.21,1/21/24,Harmony,Ethel Barrymore Theatre,82.35,297,6562,1028,8,0
12,1074727.9,-312959.4,85.88,-8.29,1/21/24,Harry Potter and the Cursed Child,Lyric Theatre,96.44,299,11144,1622,8,0
13,383042.05,-4275.75,63.42,0.41,1/21/24,How to Dance in Ohio,Belasco Theatre,76.33,247,5018,989,8,0
14,487860.4,-83823.6,82.47,-8.98,1/21/24,Kimberly Akimbo,Booth Theatre,95.66,273,5100,773,8,0
15,1813274,-105498,95.1,-0.51,1/21/24,The Lion King,Minskoff Theatre,140.53,279,12903,1696,8,0
16,1688540,-146327,100,0,1/21/24,Merrily We Roll Along,Hudson Theatre,218.5,649,7728,966,8,0
17,1436722.5,35465,95.26,5.8,1/21/24,MJ The Musical,Neil Simon Theatre,135.92,399,10570,1387,8,0
18,1076750.44,-94680.12,93.7,-5.49,1/21/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,110.49,0,9745,1300,8,0
19,435046,103305,89.66,-7.31,1/21/24,Prayer For The French Republic,Samuel J. Friedman Theatre,95.22,299,4569,637,8,0
20,496777.1,-42871.95,62.84,-2.33,1/21/24,Purlie Victorious,Music Box Theatre,98.72,297,5032,1001,8,0
21,880135.8,-126544.7,96.51,-1.64,1/21/24,SIX: The Musical,Lena Horne Theatre,110.57,299,7960,1031,8,0
22,832676.65,-220389.3,70.22,-17.23,1/21/24,Spamalot,St. James Theatre,89.67,0,9286,1653,8,0
23,795399.9,-1315746.6,90.3,-10.49,1/21/24,Sweeney Todd,Lunt-Fontanne Theatre,84,599,9469,1498,7,0
24,1695760,-62006,98.62,5.83,1/21/24,Wicked,Gershwin Theatre,118.94,275,14257,1807,8,0
0,1167943.9,49882,95.36,-4.63,1/14/24,& Juliet,Stephen Sondheim Theatre,149.22,323,7827,1026,8,0
1,821597,-795409.1,92.47,-5.52,1/14/24,Aladdin,New Amsterdam Theatre,85.74,199.5,9582,1727,6,0
2,452874.25,-145700.95,83.72,-10.6,1/14/24,Appropriate,Belasco Theatre,133,372.5,3405,581,7,0
3,1218043.31,-156772.14,96.8,-2.35,1/14/24,Back To The Future,Winter Garden Theatre,106.42,297,11446,1478,8,0
4,746323.15,53292.45,58.8,-0.65,1/14/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,137.6,347.5,5424,1153,8,0
5,1018608.28,-84996.67,96.81,-3.61,1/14/24,The Book of Mormon,Eugene O'Neill Theatre,123.38,0,8256,1066,8,0
6,680369.98,-219736.87,80.31,-8.97,1/14/24,Chicago,Ambassador Theatre,98.05,237,6939,1080,8,0
7,490940.5,328847.5,81.65,-18.45,1/14/24,Days Of Wine And Roses,Studio 54,76.07,277,6454,988,0,8
8,1208734.9,152088.8,98.79,0.96,1/14/24,Gutenberg! The Musical!,James Earl Jones Theatre,143.74,397,8409,1064,8,0
9,831834.95,-1252.5,100.23,-0.8,1/14/24,Hadestown,Walter Kerr Theatre,113.01,0,7361,918,8,0
10,1901849.75,-86499.5,100.59,-0.72,1/14/24,Hamilton,Richard Rodgers Theatre,178.51,399,10654,1324,8,0
11,534768.71,88830.16,76.58,14.14,1/14/24,Harmony,Ethel Barrymore Theatre,84.91,297,6298,1028,8,0
12,1387687.3,-320651.1,94.17,-4.21,1/14/24,Harry Potter and the Cursed Child,Lyric Theatre,113.57,299,12219,1622,8,0
13,387317.8,39880.25,63.01,-4.74,1/14/24,How to Dance in Ohio,Belasco Theatre,77.7,247,4985,989,8,0
14,571684,25174.05,91.45,2.37,1/14/24,Kimberly Akimbo,Booth Theatre,101.09,273,5655,773,8,0
15,1918772,-525302,95.61,-0.55,1/14/24,The Lion King,Minskoff Theatre,147.92,279,12972,1696,8,0
16,1834867,49636,100,0,1/14/24,Merrily We Roll Along,Hudson Theatre,237.43,649,7728,966,8,0
17,1401257.5,-167901.5,89.46,-9.33,1/14/24,MJ The Musical,Neil Simon Theatre,141.16,399,9927,1387,8,0
18,1171430.56,-164093.68,99.19,-0.44,1/14/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,113.55,0,10316,1300,8,0
19,331741,-34782,96.97,5.98,1/14/24,Prayer For The French Republic,Samuel J. Friedman Theatre,76.72,299,4324,637,7,0
20,539649.05,53580.71,65.17,-2.42,1/14/24,Purlie Victorious,Music Box Theatre,103.4,297,5219,1001,8,0
21,1111037.6,186834,98.7,0.73,1/14/24,Shucked,Nederlander Theatre,120.16,299,9246,1171,8,0
22,1006680.5,-25698,98.15,0.74,1/14/24,SIX: The Musical,Lena Horne Theatre,124.36,299,8095,1031,8,0
23,1053065.95,-28899.25,87.45,-4.27,1/14/24,Spamalot,St. James Theatre,91.06,0,11564,1653,8,0
24,2111146.5,73293.5,100.79,-0.01,1/14/24,Sweeney Todd,Lunt-Fontanne Theatre,199.75,599,10569,1498,7,0
25,1757766,-367049,92.79,-5.72,1/14/24,Wicked,Gershwin Theatre,131.05,275,13413,1807,8,0
0,1118061.9,-665989.1,99.99,-0.59,1/7/24,& Juliet,Stephen Sondheim Theatre,155.7,323,7181,1026,7,0
1,1617006.1,-1362722.2,97.99,-1.69,1/7/24,Aladdin,New Amsterdam Theatre,119.44,215.5,13538,1727,8,0
2,598575.2,-154449.2,94.32,-3.83,1/7/24,Appropriate,Belasco Theatre,156.04,372.5,3836,581,7,0
3,1374815.45,-734608.51,99.15,-2.3,1/7/24,Back To The Future,Winter Garden Theatre,117.27,297,11724,1478,8,0
4,693030.7,-421599.3,59.45,-19.34,1/7/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,126.37,347.5,5484,1153,8,0
5,1103604.95,-427321.13,100.42,-1.6,1/7/24,The Book of Mormon,Eugene O'Neill Theatre,128.87,0,8564,1066,8,0
6,900106.85,-551901.65,89.28,-11.81,1/7/24,Chicago,Ambassador Theatre,116.68,257,7714,1080,8,0
7,162093,0,100.1,0,1/7/24,Days Of Wine And Roses,Studio 54,81.95,247,1978,988,0,2
8,1056646.1,-223951,97.83,-2.69,1/7/24,Gutenberg! The Musical!,James Earl Jones Theatre,126.89,347,8327,1064,8,0
9,833087.45,-281361.8,101.03,-0.15,1/7/24,Hadestown,Walter Kerr Theatre,112.28,0,7420,918,8,0
10,1988349.25,-416617.75,101.31,-0.18,1/7/24,Hamilton,Richard Rodgers Theatre,185.29,549,10731,1324,8,0
11,445938.55,-109261.19,62.44,-6.94,1/7/24,Harmony,Ethel Barrymore Theatre,86.84,297,5135,1028,8,0
12,1708338.4,-1010149.1,98.38,-0.56,1/7/24,Harry Potter and the Cursed Child,Lyric Theatre,133.82,299,12766,1622,8,0
13,347437.55,-189002.95,67.75,-15.82,1/7/24,How to Dance in Ohio,Belasco Theatre,74.08,247,4690,989,7,0
14,546509.95,-173820.05,89.08,-7.09,1/7/24,Kimberly Akimbo,Booth Theatre,99.2,273,5509,773,8,0
15,2444074,-1872555,96.16,-2.51,1/7/24,The Lion King,Minskoff Theatre,187.33,299,13047,1696,8,0
16,1785231,-210127,100,0,1/7/24,Merrily We Roll Along,Hudson Theatre,231.01,649,7728,966,8,0
17,1569159,-1044682,98.79,-1.58,1/7/24,MJ The Musical,Neil Simon Theatre,163.59,399,9592,1387,7,0
18,1335524.24,-450629.86,99.63,-0.3,1/7/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,128.9,0,10361,1300,8,0
19,366523,116187,90.99,2.54,1/7/24,Prayer For The French Republic,Samuel J. Friedman Theatre,79.04,279,4637,637,0,8
20,486068.34,-115466.96,67.59,8.18,1/7/24,Purlie Victorious,Music Box Theatre,102.63,297,4736,1001,7,0
21,924203.6,-126047,97.97,-1.4,1/7/24,Shucked,Nederlander Theatre,100.7,275,9178,1171,8,0
22,1032378.5,-626625.5,97.41,-3.04,1/7/24,SIX: The Musical,Lena Horne Theatre,128.5,399,8034,1031,8,0
23,1081965.2,-421221.45,91.72,-4.81,1/7/24,Spamalot,St. James Theatre,89.2,0,12129,1653,8,0
24,2037853,-223425.5,100.8,0.98,1/7/24,Sweeney Todd,Lunt-Fontanne Theatre,192.8,499,10570,1498,7,0
25,2124815,-1878418,98.51,-1.46,1/7/24,Wicked,Gershwin Theatre,139.99,275,15178,1926,8,0
0,1784051,436010.8,100.58,1.83,12/31/23,& Juliet,Stephen Sondheim Theatre,192.08,397,9288,1026,9,0
1,2979728.3,1048345.4,99.68,1.87,12/31/23,Aladdin,New Amsterdam Theatre,192.31,325.5,15494,1727,9,0
2,753024.4,228161.55,98.15,10.59,12/31/23,Appropriate,Belasco Theatre,165.06,346.5,4562,581,8,0
3,2109423.96,558216.82,101.45,2.09,12/31/23,Back To The Future,Winter Garden Theatre,175.84,347,11996,1478,8,0
4,1114630,419423,78.79,17.79,12/31/23,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,136.33,348,8176,1153,9,0
5,1530926.08,230907.12,102.02,4.6,12/31/23,The Book of Mormon,Eugene O'Neill Theatre,175.97,0,8700,1066,8,0
6,1452008.5,641560.5,101.09,6.38,12/31/23,Chicago,Ambassador Theatre,147.77,267,9826,1080,9,0
7,1280597.1,294728.3,100.52,6.64,12/31/23,Gutenberg! The Musical!,James Earl Jones Theatre,149.67,378,8556,1064,8,0
8,1114449.25,272130.1,101.18,1.6,12/31/23,Hadestown,Walter Kerr Theatre,149.97,0,7431,918,8,0
9,2404967,88018,101.49,0.36,12/31/23,Hamilton,Richard Rodgers Theatre,223.72,549,10750,1324,8,0
10,555199.74,165196.88,69.38,13.65,12/31/23,Harmony,Ethel Barrymore Theatre,86.49,297,6419,1028,9,0
11,2718487.5,681285.4,98.94,4.18,12/31/23,Harry Potter and the Cursed Child,Lyric Theatre,211.74,425,12839,1622,8,0
12,536440.5,212972.85,83.57,20.6,12/31/23,How to Dance in Ohio,Belasco Theatre,81.13,273,6612,989,8,0
13,905467.2,70404,99.56,0.52,12/31/23,I Need That,American Airlines Theatre,153.63,307,5894,740,8,0
14,720330,257454.85,96.17,22.38,12/31/23,Kimberly Akimbo,Booth Theatre,121.12,273,5947,773,8,0
15,4316629,1212358,98.67,3.52,12/31/23,The Lion King,Minskoff Theatre,286.61,599,15061,1696,9,0
16,1995358,129378,100,0,12/31/23,Merrily We Roll Along,Hudson Theatre,258.2,649,7728,966,8,0
17,2613841,735600,100.37,1.74,12/31/23,MJ The Musical,Neil Simon Theatre,208.62,399,12529,1387,9,0
18,1786154.1,339472.76,99.93,1.37,12/31/23,Moulin Rouge! The Musical,Al Hirschfeld Theatre,171.86,0,10393,1300,8,0
19,250336,15714,88.45,3.36,12/31/23,Prayer For The French Republic,Samuel J. Friedman Theatre,88.87,279,2817,637,0,5
20,601535.3,135816.3,59.41,7.02,12/31/23,Purlie Victorious,Music Box Theatre,112.39,297,5352,1001,9,0
21,1050250.6,315645.4,99.37,11.89,12/31/23,Shucked,Nederlander Theatre,112.82,299,9309,1171,8,0
22,1659004,651483.9,100.45,3.05,12/31/23,SIX: The Musical,Lena Horne Theatre,177.99,499,9321,1031,9,0
23,1398818.06,460390.81,96.6,9.87,12/31/23,Some Like It Hot,Sam S. Shubert Theatre,125.01,297,11190,1448,8,0
24,1503186.65,453255.45,96.53,15.52,12/31/23,Spamalot,St. James Theatre,117.76,0,12765,1653,8,0
25,2261278.5,389132,99.82,-0.3,12/31/23,Sweeney Todd,Lunt-Fontanne Theatre,216.04,549,10467,1498,7,0
26,4003233,1477267,99.97,0.09,12/31/23,Wicked,Gershwin Theatre,231.01,275,17329,1926,9,0
0,1348040.2,149003.3,98.75,6.17,12/24/23,& Juliet,Stephen Sondheim Theatre,166.32,373,8105,1026,8,0
1,1931382.9,355551.3,97.81,3.3,12/24/23,Aladdin,New Amsterdam Theatre,142.93,275.5,13513,1727,8,0
2,524862.85,11192.7,87.56,-11.06,12/24/23,Appropriate,Belasco Theatre,128.96,346.5,4070,581,8,0
3,1551207.14,186268.76,99.36,7.95,12/24/23,Back To The Future,Winter Garden Theatre,132.04,347,11748,1478,8,0
4,695207,-302070,61,-11.04,12/24/23,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,141.22,347.5,4923,1153,7,0
5,1300018.96,97074.24,97.42,0.42,12/24/23,The Book of Mormon,Eugene O'Neill Theatre,156.48,0,8308,1066,8,0
6,810448,12212.7,94.71,6.98,12/24/23,Chicago,Ambassador Theatre,113.19,237,7160,1080,7,0
7,985868.8,-41136.5,93.88,-1.02,12/24/23,Gutenberg! The Musical!,James Earl Jones Theatre,123.37,297,7991,1064,8,0
8,842319.15,77729.95,99.58,1.83,12/24/23,Hadestown,Walter Kerr Theatre,115.18,0,7313,918,8,0
9,2316949,328472,101.13,0.1,12/24/23,Hamilton,Richard Rodgers Theatre,216.29,449,10712,1324,8,0
10,390002.86,-153628.08,55.73,-2.55,12/24/23,Harmony,Ethel Barrymore Theatre,97.26,297,4010,1028,7,0
11,2037202.1,521403.3,94.76,7.68,12/24/23,Harry Potter and the Cursed Child,Lyric Theatre,165.68,425,12296,1622,8,0
12,323467.65,-40578.45,62.97,-6.63,12/24/23,How to Dance in Ohio,Belasco Theatre,64.93,247,4982,989,8,0
13,835063.2,13475.4,99.04,0.04,12/24/23,I Need That,American Airlines Theatre,142.43,323,5863,740,8,0
14,462875.15,-65647.65,73.79,-3.25,12/24/23,Kimberly Akimbo,Booth Theatre,101.44,273,4563,773,8,0
15,3104271,594938,95.15,-0.72,12/24/23,The Lion King,Minskoff Theatre,240.45,199,12910,1696,8,0
16,1865980,-66261,100,0,12/24/23,Merrily We Roll Along,Hudson Theatre,241.46,649,7728,966,8,0
17,1878241,195232,98.63,3.83,12/24/23,MJ The Musical,Neil Simon Theatre,171.62,250,10944,1387,8,0
18,1446681.34,-84704.06,98.56,-1.04,12/24/23,Moulin Rouge! The Musical,Al Hirschfeld Theatre,141.14,0,10250,1300,8,0
19,234622,0,85.09,0,12/24/23,Prayer For The French Republic,Samuel J. Friedman Theatre,86.58,279,2710,637,0,5
20,465719,-131537.88,52.39,-14.49,12/24/23,Purlie Victorious,Music Box Theatre,111.02,297,4195,1001,8,0
21,734605.2,-151034.4,87.48,-4.48,12/24/23,Shucked,Nederlander Theatre,89.64,179,8195,1171,8,0
22,1007520.1,-110631.9,97.4,0.35,12/24/23,SIX: The Musical,Lena Horne Theatre,143.34,249,7029,1031,7,0
23,938427.25,-12768.45,86.73,6.17,12/24/23,Some Like It Hot,Sam S. Shubert Theatre,93.4,297,10047,1448,8,0
24,1049931.2,131237.9,81.01,4.35,12/24/23,Spamalot,St. James Theatre,98.01,0,10713,1653,8,0
25,1872146.5,48419.25,100.12,0.97,12/24/23,Sweeney Todd,Lunt-Fontanne Theatre,178.32,399,10499,1498,7,0
26,2525966,216726,99.88,-0.09,12/24/23,Wicked,Gershwin Theatre,164.13,275,15390,1926,8,0
0,1199036.9,-24434.5,92.58,-2.52,12/17/23,& Juliet,Stephen Sondheim Theatre,157.79,373,7599,1026,8,0
1,1575831.6,33143.5,94.51,-1.96,12/17/23,Aladdin,New Amsterdam Theatre,120.69,249.5,13057,1727,8,0
2,513670.15,-16138.75,98.62,0.34,12/17/23,Appropriate,Belasco Theatre,112.06,326.5,4584,581,0,8
3,1364938.38,26824.42,91.41,0.34,12/17/23,Back To The Future,Winter Garden Theatre,126.29,297,10808,1478,8,0
4,997277,-211840.72,72.04,-11.12,12/17/23,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,150.08,347.5,6645,1153,8,0
5,1202944.72,79450.47,97,-0.3,12/17/23,The Book of Mormon,Eugene O'Neill Theatre,145.42,0,8272,1066,8,0
6,798235.3,24654.4,87.73,1.56,12/17/23,Chicago,Ambassador Theatre,105.31,237,7580,1080,8,0
7,1027005.3,8929.18,94.9,3.34,12/17/23,Gutenberg! The Musical!,James Earl Jones Theatre,127.14,297,8078,1064,8,0
8,764589.2,59744.9,97.75,0.79,12/17/23,Hadestown,Walter Kerr Theatre,106.5,0,7179,918,8,0
9,1988477,164416,101.03,0.26,12/17/23,Hamilton,Richard Rodgers Theatre,185.82,449,10701,1324,8,0
10,543630.94,-50479.94,58.28,-3.25,12/17/23,Harmony,Ethel Barrymore Theatre,113.42,297,4793,1028,8,0
11,1515798.8,101851.4,87.08,-3.78,12/17/23,Harry Potter and the Cursed Child,Lyric Theatre,134.15,299,11299,1622,8,0
12,364046.1,55055.89,69.6,-17.85,12/17/23,How to Dance in Ohio,Belasco Theatre,66.11,247,5507,989,8,0
13,821587.8,133670.6,99,1.8,12/17/23,I Need That,American Airlines Theatre,140.18,323,5861,740,8,0
14,528522.8,-18172.49,77.04,0.94,12/17/23,Kimberly Akimbo,Booth Theatre,110.94,273,4764,773,8,0
15,2509333,101030,95.87,1.97,12/17/23,The Lion King,Minskoff Theatre,192.92,199,13007,1696,8,0
16,1932241,8499,100,0,12/17/23,Merrily We Roll Along,Hudson Theatre,250.03,649,7728,966,8,0
17,1683009,-39416,94.8,-2.87,12/17/23,MJ The Musical,Neil Simon Theatre,160,250,10519,1387,8,0
18,1531385.4,67827.62,99.6,0.05,12/17/23,Moulin Rouge! The Musical,Al Hirschfeld Theatre,147.85,0,10358,1300,8,0
19,597256.88,738.08,66.88,2.96,12/17/23,Purlie Victorious,Music Box Theatre,111.51,297,5356,1001,8,0
20,885639.6,55387.2,91.96,1.86,12/17/23,Shucked,Nederlander Theatre,102.8,179,8615,1171,8,0
21,1118152,102428.7,97.05,3.52,12/17/23,SIX: The Musical,Lena Horne Theatre,139.68,249,8005,1031,8,0
22,951195.7,-12905.6,80.56,0.57,12/17/23,Some Like It Hot,Sam S. Shubert Theatre,101.93,297,9332,1448,8,0
23,918693.3,67974.65,76.66,3.95,12/17/23,Spamalot,St. James Theatre,90.62,0,10138,1653,8,0
24,1823727.25,-21556.75,99.15,-0.26,12/17/23,Sweeney Todd,Lunt-Fontanne Theatre,175.41,399,10397,1498,7,0
25,2309240,45537,99.97,0.33,12/17/23,Wicked,Gershwin Theatre,149.92,275,15403,1926,8,0
0,1223471.4,85353.5,95.1,3.79,12/10/23,& Juliet,Stephen Sondheim Theatre,156.73,323,7806,1026,8,0
1,1542688.1,42939.83,96.47,3.98,12/10/23,Aladdin,New Amsterdam Theatre,115.75,249.5,13328,1727,8,0
2,529808.9,46685,98.28,-0.1,12/10/23,Appropriate,Belasco Theatre,115.98,296.5,4568,581,0,8
3,1338113.96,147035.74,91.07,6.94,12/10/23,Back To The Future,Winter Garden Theatre,124.27,297,10768,1478,8,0
4,1209117.72,70138.02,83.16,4.48,12/10/23,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,157.62,347.5,7671,1153,8,0
5,1123494.25,113203.37,97.3,3.95,12/10/23,The Book of Mormon,Eugene O'Neill Theatre,135.39,0,8298,1066,8,0
6,773580.9,1065.75,86.17,-1.04,12/10/23,Chicago,Ambassador Theatre,103.91,237,7445,1080,8,0
7,1018076.12,43112.84,91.56,2.71,12/10/23,Gutenberg! The Musical!,James Earl Jones Theatre,130.62,347,7794,1064,8,0
8,704844.3,19052.7,96.96,2.32,12/10/23,Hadestown,Walter Kerr Theatre,101.75,0,6927,893,8,0
9,1824061,-148271,100.77,0.45,12/10/23,Hamilton,Richard Rodgers Theatre,170.89,449,10674,1324,8,0
10,594110.88,-55600.42,61.53,-6.5,12/10/23,Harmony,Ethel Barrymore Theatre,117.41,297,5060,1028,8,0
11,1413947.4,142346.3,90.86,5.79,12/10/23,Harry Potter and the Cursed Child,Lyric Theatre,119.93,299,11790,1622,8,0
12,308990.21,-45887.92,87.45,15.77,12/10/23,How to Dance in Ohio,Belasco Theatre,44.66,247,6919,989,1,7
13,687917.2,-37815.7,97.2,0.16,12/10/23,I Need That,American Airlines Theatre,119.55,323,5754,740,8,0
14,546695.29,24284.94,76.1,-1.96,12/10/23,Kimberly Akimbo,Booth Theatre,116.17,273,4706,773,8,0
15,2408303,8851,93.9,-0.4,12/10/23,The Lion King,Minskoff Theatre,189.03,199,12740,1696,8,0
16,1923742,39808,100,0,12/10/23,Merrily We Roll Along,Hudson Theatre,248.93,649,7728,966,8,0
17,1722425,78440,97.67,2.19,12/10/23,MJ The Musical,Neil Simon Theatre,158.92,250,10838,1387,8,0
18,1463557.78,61201.35,99.55,0.29,12/10/23,Moulin Rouge! The Musical,Al Hirschfeld Theatre,141.37,0,10353,1300,8,0
19,596518.8,46270,63.92,1.78,12/10/23,Purlie Victorious,Music Box Theatre,116.53,297,5119,1001,8,0
20,830252.4,7407.4,90.1,3.27,12/10/23,Shucked,Nederlander Theatre,98.36,179,8441,1171,8,0
21,1015723.3,-31207.7,93.53,0.32,12/10/23,SIX: The Musical,Lena Horne Theatre,131.67,249,7714,1031,8,0
22,964101.3,69487.15,79.99,4.62,12/10/23,Some Like It Hot,Sam S. Shubert Theatre,104.05,297,9266,1448,8,0
23,850718.65,27045.8,72.71,-2.65,12/10/23,Spamalot,St. James Theatre,88.48,0,9615,1653,8,0
24,1845284,245335,99.41,9.85,12/10/23,Sweeney Todd,Lunt-Fontanne Theatre,177.02,399,10424,1498,7,0
25,2263703,154069,99.64,0.15,12/10/23,Wicked,Gershwin Theatre,147.44,275,15353,1926,8,0
0,1138117.9,-321158.4,91.31,-8.71,12/3/23,& Juliet,Stephen Sondheim Theatre,151.85,323,7495,1026,8,0
1,1499748.27,-381706.83,92.49,-3.04,12/3/23,Aladdin,New Amsterdam Theatre,117.36,249.5,12779,1727,8,0
2,483123.9,0,98.38,0,12/3/23,Appropriate,Belasco Theatre,120.75,297,4001,581,0,7
3,1191078.22,-623486.98,84.13,-13.34,12/3/23,Back To The Future,Winter Garden Theatre,119.73,297,9948,1478,8,0
4,1138979.7,379108.59,78.68,21.81,12/3/23,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,156.95,347.5,7257,1153,8,0
5,1010290.88,-128133.98,93.35,-1.65,12/3/23,The Book of Mormon,Eugene O'Neill Theatre,126.91,0,7961,1066,8,0
6,772515.15,-33677,87.21,2.2,12/3/23,Chicago,Ambassador Theatre,102.52,237,7535,1080,8,0
7,974963.28,-121646.78,88.85,-6.1,12/3/23,Gutenberg! The Musical!,James Earl Jones Theatre,128.91,347,7563,1064,8,0
8,685791.6,-270005.2,94.64,-4,12/3/23,Hadestown,Walter Kerr Theatre,101.43,0,6761,893,8,0
9,1972332,-321552,100.32,-0.85,12/3/23,Hamilton,Richard Rodgers Theatre,185.61,449,10626,1324,8,0
10,649711.3,127608.92,68.03,10.11,12/3/23,Harmony,Ethel Barrymore Theatre,116.12,297,5595,1028,8,0
11,1271601.1,-536210.9,85.07,-4.97,12/3/23,Harry Potter and the Cursed Child,Lyric Theatre,115.19,299,11039,1622,8,0
12,354878.13,100239.18,71.68,-1.29,12/3/23,How to Dance in Ohio,Belasco Theatre,62.58,247,5671,989,0,8
13,725732.9,12790.9,97.04,-1.71,12/3/23,I Need That,American Airlines Theatre,126.32,323,5745,740,8,0
14,522410.35,-129574.36,78.06,-2.21,12/3/23,Kimberly Akimbo,Booth Theatre,108.23,273,4827,773,8,0
15,2399452,-513141,94.3,-4.77,12/3/23,The Lion King,Minskoff Theatre,187.53,199,12795,1696,8,0
