,Gross,Diff,CapPct,DiffPct,Date,Show,Theater,Avg_Ticket,Top_Ticket,Seats_Sold,Capacity,Performances,Previews
11,1117322.35,91006.45,101.06,0.07,3/31/24,Hadestown,Walter Kerr Theatre,150.54,0,7422,918,8,0
12,2066135.25,114387.75,101.18,1.94,3/31/24,Hamilton,Richard Rodgers Theatre,192.79,399,10717,1324,8,0
13,1799176.25,484024.45,99.8,8.82,3/31/24,Harry Potter and the Cursed Child,Lyric Theatre,138.93,299,12950,1622,8,0
14,139145.15,0,90.8,0,3/31/24,The Heart of Rock and Roll,James Earl Jones Theatre,71.54,267,1945,1071,0,2
15,624960.65,0,100,0,3/31/24,Hell's Kitchen,Sam S. Shubert Theatre,144.37,323,4329,1443,0,3
16,546501.15,26728.45,90.67,8.22,3/31/24,Kimberly Akimbo,Booth Theatre,97.47,273,5607,773,8,0
17,416615.55,20756.7,96.41,0.12,3/31/24,Lempicka,Longacre Theatre,58.96,248,7066,1047,0,7
18,3178613,1116546.55,97.69,2.8,3/31/24,The Lion King,Minskoff Theatre,213.16,349,14912,1696,9,0
19,1527638,-85935,100,0,3/31/24,Merrily We Roll Along,Hudson Theatre,197.68,649,7728,966,8,0
20,1777701,267934,99.64,6.4,3/31/24,MJ The Musical,Neil Simon Theatre,160.79,329,11056,1387,8,0
21,1500003.97,135494.14,100.34,1.21,3/31/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,143.75,0,10435,1300,8,0
22,946124.5,51094.1,99.75,-0.02,3/31/24,The Notebook,Gerald Schoenfeld Theatre,116.58,323,8116,1017,8,0
23,701781.2,-23658.78,100,0.75,3/31/24,The Outsiders,Bernard B. Jacobs Theatre,115.24,247,6090,1015,0,6
24,1067025.5,73530.9,100.87,1.16,3/31/24,SIX: The Musical,Lena Horne Theatre,128.25,249,8320,1031,8,0
25,1122785.8,223668.68,96.57,10.79,3/31/24,Spamalot,St. James Theatre,90.15,0,12454,1612,8,0
26,460623.4,0,100.45,0,3/31/24,Suffs,Music Box Theatre,78.55,257,5864,973,0,6
27,1497584.5,135439.6,100.45,5.09,3/31/24,Sweeney Todd,Lunt-Fontanne Theatre,142.18,329,10533,1498,7,0
28,1149417.76,274149.1,95.79,9.62,3/31/24,Water For Elephants,Imperial Theatre,108.29,278,10614,1385,8,0
29,956550.4,134159.15,98.14,5.12,3/31/24,The Who's Tommy,Nederlander Theatre,103.69,299,9225,1175,4,4
30,2910585,867140.75,100,0.89,3/31/24,Wicked,Gershwin Theatre,167.91,275,17334,1926,9,0
31,941425.1,0,100,0,3/31/24,The Wiz,Marquis Theatre,148.02,329,6360,1590,0,4
0,1071033.9,-103562.4,96.81,-3.1,3/24/24,& Juliet,Stephen Sondheim Theatre,134.79,323,7946,1026,8,0
1,1392850.8,27117.8,96.43,2.12,3/24/24,Aladdin,New Amsterdam Theatre,104.54,227.5,13323,1727,8,0
2,1126198.75,-97427.15,91.97,-3.45,3/24/24,Back To The Future,Winter Garden Theatre,103.56,247,10875,1478,8,0
3,657619.12,51690.4,56.43,0.49,3/24/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,126.34,347.5,5205,1153,8,0
4,997027.68,-35624.13,98.98,-0.29,3/24/24,The Book of Mormon,Eugene O'Neill Theatre,118.12,0,8441,1066,8,0
5,1036214.42,140622.87,99.34,8.45,3/24/24,Chicago,Ambassador Theatre,120.73,242,8583,1080,8,0
6,393946.5,18709,58.24,-3.92,3/24/24,Days Of Wine And Roses,Studio 54,85.58,247,4603,988,8,0
7,571489.6,80062.6,95.96,-0.68,3/24/24,Doubt,Todd Haimes Theatre,102.4,323,5581,727,8,0
8,898353.06,-73835.44,102.93,-0.13,3/24/24,An Enemy of the People,Circle in the Square Theatre,131.76,480,6818,828,8,0
9,1026315.9,-158780.5,100.99,-0.43,3/24/24,Hadestown,Walter Kerr Theatre,138.37,0,7417,918,8,0
10,1951747.5,-53066,99.24,-1.69,3/24/24,Hamilton,Richard Rodgers Theatre,185.67,399,10512,1324,8,0
11,1315151.8,-66171.6,90.98,-3.5,3/24/24,Harry Potter and the Cursed Child,Lyric Theatre,111.4,299,11806,1622,8,0
12,519772.7,-62603.04,82.45,-12.5,3/24/24,Kimberly Akimbo,Booth Theatre,101.94,273,5099,773,8,0
13,395858.85,0,96.29,0,3/24/24,Lempicka,Longacre Theatre,65.44,248,6049,1047,0,6
14,2062066.45,-47970.85,94.89,-1.52,3/24/24,The Lion King,Minskoff Theatre,160.16,215,12875,1696,8,0
15,1613573,-10243,100,0,3/24/24,Merrily We Roll Along,Hudson Theatre,208.8,649,7728,966,8,0
16,1509767,-42264.75,93.24,-2.42,3/24/24,MJ The Musical,Neil Simon Theatre,145.93,329,10346,1387,8,0
17,1364509.83,-63327.71,99.13,-1.08,3/24/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,132.36,0,10309,1300,8,0
18,895030.4,127749.1,99.77,1.47,3/24/24,The Notebook,Gerald Schoenfeld Theatre,110.27,323,8117,1017,8,0
19,725439.98,575469.98,99.25,-0.75,3/24/24,The Outsiders,Bernard B. Jacobs Theatre,102.87,247,7052,1015,0,7
20,993494.6,24260,99.71,0.1,3/24/24,SIX: The Musical,Lena Horne Theatre,120.8,249,8224,1031,8,0
21,899117.12,36612.42,85.78,3.05,3/24/24,Spamalot,St. James Theatre,85.58,0,10506,1531,8,0
22,1362144.9,-48498.7,95.36,-3.3,3/24/24,Sweeney Todd,Lunt-Fontanne Theatre,136.23,329,9999,1498,7,0
23,875268.66,-23144.4,86.17,-7.68,3/24/24,Water For Elephants,Imperial Theatre,91.41,278,9575,1389,5,3
24,822391.25,-69483.25,93.02,3.33,3/24/24,The Who's Tommy,Nederlander Theatre,107.49,299,7651,1175,0,7
25,2043444.25,-61784.75,99.11,-0.86,3/24/24,Wicked,Gershwin Theatre,133.81,275,15271,1926,8,0
0,1174596.3,161079.6,99.91,8.45,3/17/24,& Juliet,Stephen Sondheim Theatre,143.23,323,8201,1026,8,0
1,1365733,158232,94.31,-1.23,3/17/24,Aladdin,New Amsterdam Theatre,104.81,215.5,13030,1727,8,0
2,1223625.9,247718.52,95.42,7.51,3/17/24,Back To The Future,Winter Garden Theatre,108.46,247,11282,1478,8,0
3,605928.72,-40259.43,55.94,2.22,3/17/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,117.43,347.5,5160,1153,8,0
4,1032651.81,117199.82,99.27,2.35,3/17/24,The Book of Mormon,Eugene O'Neill Theatre,121.98,0,8466,1066,8,0
5,895591.55,-82881.93,90.89,-5.8,3/17/24,Chicago,Ambassador Theatre,114.04,242,7853,1080,8,0
6,375237.5,11693,62.16,5.66,3/17/24,Days Of Wine And Roses,Studio 54,76.38,247,4913,988,8,0
7,491427,26293.6,96.64,4.5,3/17/24,Doubt,Todd Haimes Theatre,99.92,323,4918,727,7,0
8,972188.5,-136948.5,103.06,0.33,3/17/24,An Enemy of the People,Circle in the Square Theatre,142.4,480,6827,828,0,8
9,1185096.4,77143.05,101.42,0.06,3/17/24,Hadestown,Walter Kerr Theatre,159.12,0,7448,918,8,0
10,2004813.5,244476.5,100.93,0.5,3/17/24,Hamilton,Richard Rodgers Theatre,187.52,399,10691,1324,8,0
11,1381323.4,228765.75,94.48,3.82,3/17/24,Harry Potter and the Cursed Child,Lyric Theatre,112.67,299,12260,1622,8,0
12,582375.74,70175.84,94.95,11.75,3/17/24,Kimberly Akimbo,Booth Theatre,99.18,273,5872,773,8,0
13,2110037.3,491001,96.41,-1.27,3/17/24,The Lion King,Minskoff Theatre,161.31,215,13081,1696,8,0
14,1623816,61380,100,0,3/17/24,Merrily We Roll Along,Hudson Theatre,210.12,649,7728,966,8,0
15,1552031.75,303701.5,95.66,6.65,3/17/24,MJ The Musical,Neil Simon Theatre,146.22,329,10614,1387,8,0
16,1427837.54,123820.64,100.21,2.08,3/17/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,137,0,10422,1300,8,0
17,767281.3,-2105.38,98.3,-2.35,3/17/24,The Notebook,Gerald Schoenfeld Theatre,95.93,323,7998,1017,5,3
18,149970,0,100,0,3/17/24,The Outsiders,Bernard B. Jacobs Theatre,147.75,247,1015,1015,0,1
19,969234.6,23759.5,99.61,0.71,3/17/24,SIX: The Musical,Lena Horne Theatre,117.97,249,8216,1031,8,0
20,862504.7,190178.2,82.73,14.16,3/17/24,Spamalot,St. James Theatre,82.9,0,10404,1572,8,0
21,1410643.6,98253.1,98.66,3.32,3/17/24,Sweeney Todd,Lunt-Fontanne Theatre,136.35,329,10346,1498,7,0
22,898413.06,175335.81,93.85,1.24,3/17/24,Water For Elephants,Imperial Theatre,86.15,278,10429,1389,0,8
23,891874.5,546745.5,89.69,-10.31,3/17/24,The Who's Tommy,Nederlander Theatre,120.9,299,7377,1175,0,7
24,2105229,268961,99.97,2.34,3/17/24,Wicked,Gershwin Theatre,136.68,275,15403,1926,8,0
0,1013516.7,138130.5,91.46,4.03,3/10/24,& Juliet,Stephen Sondheim Theatre,135.01,323,7507,1026,8,0
1,1207501,172146.4,95.54,3.11,3/10/24,Aladdin,New Amsterdam Theatre,91.48,215.5,13200,1727,8,0
2,975907.38,173185.38,87.91,8.72,3/10/24,Back To The Future,Winter Garden Theatre,93.88,247,10395,1478,8,0
3,646188.15,53273.45,53.72,-1.86,3/10/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,130.41,347.5,4955,1153,8,0
4,915451.99,91060.53,96.92,3.69,3/10/24,The Book of Mormon,Eugene O'Neill Theatre,110.76,0,8265,1066,8,0
5,978473.48,168787.66,96.69,15.9,3/10/24,Chicago,Ambassador Theatre,117.13,257,8354,1080,8,0
6,363544.5,-1141,56.5,1.93,3/10/24,Days Of Wine And Roses,Studio 54,81.4,247,4466,988,8,0
7,465133.4,-5809,92.14,-1.64,3/10/24,Doubt,Todd Haimes Theatre,99.2,323,4689,727,5,2
8,1109137,103996,102.73,-0.43,3/10/24,An Enemy of the People,Circle in the Square Theatre,162.99,480,6805,828,0,8
9,1107953.35,85790.5,101.36,1.25,3/10/24,Hadestown,Walter Kerr Theatre,148.84,0,7444,918,8,0
10,1760337,212151.5,100.43,5.81,3/10/24,Hamilton,Richard Rodgers Theatre,165.48,399,10638,1324,8,0
11,1152557.65,201062.05,90.66,8.18,3/10/24,Harry Potter and the Cursed Child,Lyric Theatre,97.97,299,11764,1622,8,0
12,512199.9,45743.25,83.2,3.51,3/10/24,Kimberly Akimbo,Booth Theatre,99.55,273,5145,773,8,0
13,1619036.3,-14725.95,97.68,3.05,3/10/24,The Lion King,Minskoff Theatre,122.16,215,13253,1696,8,0
14,1562436,83509,100,0,3/10/24,Merrily We Roll Along,Hudson Theatre,202.18,649,7728,966,8,0
15,1248330.25,67024.5,89.01,5,3/10/24,MJ The Musical,Neil Simon Theatre,126.39,329,9877,1387,8,0
16,1304016.9,89864.22,98.13,-0.41,3/10/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,127.77,0,10206,1300,8,0
17,769386.68,-14375.92,100.65,2.08,3/10/24,The Notebook,Gerald Schoenfeld Theatre,93.95,323,8189,1017,0,8
18,945475.1,134248.2,98.9,4.72,3/10/24,SIX: The Musical,Lena Horne Theatre,115.91,249,8157,1031,8,0
19,672326.5,82356.35,68.57,8.93,3/10/24,Spamalot,St. James Theatre,84.58,0,7949,1449,8,0
20,1312390.5,113068,95.34,5.41,3/10/24,Sweeney Todd,Lunt-Fontanne Theatre,131.28,499,9997,1498,7,0
21,723077.25,182477.85,92.61,4.89,3/10/24,Water For Elephants,Imperial Theatre,80.31,278,9004,1389,0,7
22,345129,0,100,0,3/10/24,The Who's Tommy,Nederlander Theatre,146.86,299,2350,1175,0,2
23,1836268,232393.75,97.63,4.06,3/10/24,Wicked,Gershwin Theatre,125.96,275,14578,1867,8,0
0,875386.2,-262085.9,87.43,-12.41,3/3/24,& Juliet,Stephen Sondheim Theatre,121.99,323,7176,1026,8,0
1,1035354.6,-304662.4,92.43,-4.94,3/3/24,Aladdin,New Amsterdam Theatre,81.08,189.5,12770,1727,8,0
2,950927.25,91657.49,99.81,0.09,3/3/24,Appropriate,Belasco Theatre,204.99,396.5,4639,581,8,0
3,802722,-288078.17,79.19,-17.73,3/3/24,Back To The Future,Winter Garden Theatre,85.73,297,9363,1478,8,0
4,592914.7,-117028.8,55.58,-11.77,3/3/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,115.65,347.5,5127,1153,8,0
5,824391.46,-108965.39,93.23,-3.47,3/3/24,The Book of Mormon,Eugene O'Neill Theatre,103.68,0,7951,1066,8,0
6,809685.82,-159655.63,80.79,-11.1,3/3/24,Chicago,Ambassador Theatre,116,257,6980,1080,8,0
7,364685.5,-42149,54.57,-5.49,3/3/24,Days Of Wine And Roses,Studio 54,84.55,247,4313,988,8,0
8,470942.4,-84254.4,93.78,2.05,3/3/24,Doubt,Todd Haimes Theatre,86.35,323,5454,727,0,8
9,1005141,0,103.16,0,3/3/24,An Enemy of the People,Circle in the Square Theatre,168.11,480,5979,828,0,7
10,1022162.85,-14527.4,100.11,-1.17,3/3/24,Hadestown,Walter Kerr Theatre,139.03,0,7352,918,8,0
11,1548185.5,-328168,94.62,-5.44,3/3/24,Hamilton,Richard Rodgers Theatre,154.48,399,10022,1324,8,0
12,951495.6,-347176.9,82.48,-13.69,3/3/24,Harry Potter and the Cursed Child,Lyric Theatre,88.91,299,10702,1622,8,0
13,466456.65,-42874.6,79.69,-10.83,3/3/24,Kimberly Akimbo,Booth Theatre,94.65,273,4928,773,8,0
14,1633762.25,-371056.1,94.63,-4.46,3/3/24,The Lion King,Minskoff Theatre,127.25,215,12839,1696,8,0
15,1478927,-87419,100,0,3/3/24,Merrily We Roll Along,Hudson Theatre,191.37,649,7728,966,8,0
16,1181305.75,-297539.5,84.01,-11.73,3/3/24,MJ The Musical,Neil Simon Theatre,126.72,329,9322,1387,8,0
17,1214152.68,-136056.94,98.54,-1.4,3/3/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,118.48,0,10248,1300,8,0
18,783762.6,-96597.4,98.57,-1.18,3/3/24,The Notebook,Gerald Schoenfeld Theatre,111.69,323,7017,1017,0,7
19,679106,118818,98.84,4.88,3/3/24,Prayer For The French Republic,Samuel J. Friedman Theatre,134.82,299,5037,637,8,0
20,811226.9,-194146.4,94.18,-5.4,3/3/24,SIX: The Musical,Lena Horne Theatre,104.43,249,7768,1031,8,0
21,589970.15,-103463.8,59.64,-12.32,3/3/24,Spamalot,St. James Theatre,85.33,0,6914,1449,8,0
22,1199322.5,-225033.1,89.93,-8.11,3/3/24,Sweeney Todd,Lunt-Fontanne Theatre,127.18,499,9430,1498,7,0
23,540599.4,196106.4,87.72,-6.16,3/3/24,Water For Elephants,Imperial Theatre,87.97,278,6145,1401,0,5
24,1603874.25,-413815.5,93.57,-4.84,3/3/24,Wicked,Gershwin Theatre,118.58,275,13526,1807,8,0
0,1137472.1,-75296.2,99.84,2.93,2/25/24,& Juliet,Stephen Sondheim Theatre,138.8,323,8195,1026,8,0
1,1340017,-98887.3,97.37,-1.64,2/25/24,Aladdin,New Amsterdam Theatre,99.61,199.5,13453,1727,8,0
2,859269.76,291119.51,99.72,-0.25,2/25/24,Appropriate,Belasco Theatre,186.72,396.5,4602,577,8,0
3,1090800.17,-234348.02,96.92,-3.07,2/25/24,Back To The Future,Winter Garden Theatre,95.18,297,11460,1478,8,0
4,709943.5,-38295.82,67.35,2.54,2/25/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,114.29,347.5,6212,1153,8,0
5,933356.85,-157831.95,96.7,-2.41,2/25/24,The Book of Mormon,Eugene O'Neill Theatre,113.18,0,8247,1066,8,0
6,969341.45,-49214.2,91.89,-4.39,2/25/24,Chicago,Ambassador Theatre,122.1,257,7939,1080,8,0
7,406834.5,-6331.5,60.06,5.68,2/25/24,Days Of Wine And Roses,Studio 54,85.7,247,4747,988,8,0
8,555196.8,66118.5,91.73,0.12,2/25/24,Doubt,Todd Haimes Theatre,104.07,323,5335,727,0,8
9,1036690.25,-5388.9,101.28,0.46,2/25/24,Hadestown,Walter Kerr Theatre,139.38,0,7438,918,8,0
10,1876353.5,-84896.75,100.06,-0.82,2/25/24,Hamilton,Richard Rodgers Theatre,177.05,399,10598,1324,8,0
11,1298672.5,-203934.6,96.17,-1.64,2/25/24,Harry Potter and the Cursed Child,Lyric Theatre,104.07,299,12479,1622,8,0
12,509331.25,-93806.05,90.52,-2.85,2/25/24,Kimberly Akimbo,Booth Theatre,90.98,273,5598,773,8,0
13,2004818.35,504,99.09,0.59,2/25/24,The Lion King,Minskoff Theatre,149.11,215,13445,1696,8,0
14,1566346,-47135,100,0,2/25/24,Merrily We Roll Along,Hudson Theatre,202.68,649,7728,966,8,0
15,1478845.25,-86895.25,95.74,1.08,2/25/24,MJ The Musical,Neil Simon Theatre,139.21,329,10623,1387,8,0
16,1350209.62,-144734.37,99.94,0.23,2/25/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,129.9,0,10394,1300,8,0
17,880360,-133203,99.75,-1.09,2/25/24,The Notebook,Gerald Schoenfeld Theatre,123.98,323,7101,1017,0,7
18,560288,48833,93.96,2.54,2/25/24,Prayer For The French Republic,Samuel J. Friedman Theatre,117.02,299,4788,637,8,0
19,1005373.3,19023.3,99.58,0.32,2/25/24,SIX: The Musical,Lena Horne Theatre,122.41,249,8213,1031,8,0
20,693433.95,-235600.1,71.96,-15.2,2/25/24,Spamalot,St. James Theatre,83.13,0,8342,1449,8,0
21,1424355.6,-55360.4,98.04,6.29,2/25/24,Sweeney Todd,Lunt-Fontanne Theatre,138.56,499,10280,1498,7,0
22,344493,0,93.88,0,2/25/24,Water For Elephants,Imperial Theatre,130.49,278,2640,1406,0,2
23,2017689.75,83696.5,98.41,0.63,2/25/24,Wicked,Gershwin Theatre,133.07,275,15163,1926,8,0
0,1212768.3,315262,96.91,5.69,2/18/24,& Juliet,Stephen Sondheim Theatre,152.47,323,7954,1026,8,0
1,1438904.3,515753.8,99.01,12.62,2/18/24,Aladdin,New Amsterdam Theatre,105.19,215.5,13679,1727,8,0
2,568150.25,-138110.05,99.97,1.86,2/18/24,Appropriate,Belasco Theatre,195.64,376.5,2904,581,5,0
3,1325148.19,486782.37,99.99,17.95,2/18/24,Back To The Future,Winter Garden Theatre,112.08,297,11823,1478,8,0
4,748239.32,105515.62,64.81,3.85,2/18/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,125.17,347.5,5978,1153,8,0
5,1091188.8,301208.63,99.11,8.16,2/18/24,The Book of Mormon,Eugene O'Neill Theatre,129.1,0,8452,1066,8,0
6,1018555.65,188358.55,96.28,10.12,2/18/24,Chicago,Ambassador Theatre,122.44,257,8319,1080,8,0
7,413166,-12286,54.38,-7.45,2/18/24,Days Of Wine And Roses,Studio 54,96.13,277,4298,988,8,0
8,489078.3,41379.9,91.61,2.56,2/18/24,Doubt,Todd Haimes Theatre,104.91,323,4662,727,0,7
9,1042079.15,250502.3,100.82,3.35,2/18/24,Hadestown,Walter Kerr Theatre,140.75,0,7404,918,8,0
10,1961250.25,396155.5,100.88,4.41,2/18/24,Hamilton,Richard Rodgers Theatre,183.55,399,10685,1324,8,0
11,1502607.1,553485.3,97.81,17.42,2/18/24,Harry Potter and the Cursed Child,Lyric Theatre,118.39,299,12692,1622,8,0
12,603137.3,162457.54,93.37,15.25,2/18/24,Kimberly Akimbo,Booth Theatre,104.46,273,5774,773,8,0
13,2004314.35,499968.7,98.5,3.72,2/18/24,The Lion King,Minskoff Theatre,149.97,215,13365,1696,8,0
14,1613481,119109,100,0,2/18/24,Merrily We Roll Along,Hudson Theatre,208.78,649,7728,966,8,0
15,1565740.5,402016,94.66,9.37,2/18/24,MJ The Musical,Neil Simon Theatre,149.06,329,10504,1387,8,0
16,1494943.99,289338.68,99.71,1.32,2/18/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,144.16,0,10370,1300,8,0
17,1013563,648885,100.84,3,2/18/24,The Notebook,Gerald Schoenfeld Theatre,141.18,323,7179,1017,0,7
18,511455,-20078,91.42,0.13,2/18/24,Prayer For The French Republic,Samuel J. Friedman Theatre,109.78,299,4659,637,8,0
19,986350,251576.11,99.26,8.85,2/18/24,SIX: The Musical,Lena Horne Theatre,120.48,249,8187,1031,8,0
20,929034.05,344401.35,87.16,23.42,2/18/24,Spamalot,St. James Theatre,89.42,0,10390,1490,8,0
21,1479716,219531.1,91.75,1.78,2/18/24,Sweeney Todd,Lunt-Fontanne Theatre,153.8,499,9621,1498,7,0
22,1933993.25,630705.5,97.78,18.1,2/18/24,Wicked,Gershwin Theatre,132.47,275,14600,1867,8,0
0,897506.3,-113092.4,91.22,-7.34,2/11/24,& Juliet,Stephen Sondheim Theatre,119.88,323,7487,1026,8,0
1,923150.5,-145223.2,86.39,-7,2/11/24,Aladdin,New Amsterdam Theatre,77.34,189.5,11936,1727,8,0
2,706260.3,-55982.72,98.11,-0.1,2/11/24,Appropriate,Belasco Theatre,177.01,376.5,3990,581,7,0
3,838365.82,-114679.11,82.04,-9.01,2/11/24,Back To The Future,Winter Garden Theatre,86.42,297,9701,1478,8,0
4,642723.7,-184942.8,60.96,-18.32,2/11/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,114.3,347.5,5623,1153,8,0
5,789980.17,-118658.28,90.95,-6.27,2/11/24,The Book of Mormon,Eugene O'Neill Theatre,101.85,0,7756,1066,8,0
6,830197.1,-108980.3,86.16,-11.13,2/11/24,Chicago,Ambassador Theatre,111.53,277,7444,1080,8,0
7,425452,-96066.5,61.83,-22.94,2/11/24,Days Of Wine And Roses,Studio 54,87.06,247,4887,988,8,0
8,447698.4,290508.4,89.05,5.49,2/11/24,Doubt,Todd Haimes Theatre,98.79,323,4532,727,0,7
9,791576.85,55514.15,97.47,-2.35,2/11/24,Hadestown,Walter Kerr Theatre,110.59,0,7158,918,8,0
10,1565094.75,-91895.5,96.47,-2.91,2/11/24,Hamilton,Richard Rodgers Theatre,153.17,399,10218,1324,8,0
11,949121.8,-163930.05,80.39,-11.94,2/11/24,Harry Potter and the Cursed Child,Lyric Theatre,90.99,299,10431,1622,8,0
12,797305.43,168595.38,99.32,5.17,2/11/24,How to Dance in Ohio,Belasco Theatre,101.46,258,7858,989,8,0
13,440679.76,-58249.14,78.12,-8.99,2/11/24,Kimberly Akimbo,Booth Theatre,91.22,273,4831,773,8,0
14,1504345.65,-162482.35,94.78,1.33,2/11/24,The Lion King,Minskoff Theatre,116.98,215,12860,1696,8,0
15,1494372,-23097,100,0,2/11/24,Merrily We Roll Along,Hudson Theatre,193.37,649,7728,966,8,0
16,1163724.5,-153744,85.29,-9.2,2/11/24,MJ The Musical,Neil Simon Theatre,122.96,329,9464,1387,8,0
17,1205605.31,86012.67,98.39,0.57,2/11/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,117.82,0,10233,1300,8,0
18,364678,0,97.84,0,2/11/24,The Notebook,Gerald Schoenfeld Theatre,122.17,323,2985,1017,0,3
19,531533,37251,91.29,-5.33,2/11/24,Prayer For The French Republic,Samuel J. Friedman Theatre,114.26,299,4652,637,8,0
20,734773.89,-100623.91,90.41,-7.04,2/11/24,SIX: The Musical,Lena Horne Theatre,98.53,249,7457,1031,8,0
21,584632.7,-156255.45,63.74,-11.61,2/11/24,Spamalot,St. James Theatre,79.12,0,7389,1449,8,0
22,1260184.9,402762.5,89.97,-4.74,2/11/24,Sweeney Todd,Lunt-Fontanne Theatre,133.58,499,9434,1498,7,0
23,1303287.75,-298907.25,79.68,-19.41,2/11/24,Wicked,Gershwin Theatre,113.14,275,11519,1807,8,0
0,1010598.7,-48140.3,98.56,0.56,2/4/24,& Juliet,Stephen Sondheim Theatre,124.92,323,8090,1026,8,0
1,1068373.7,-51776,93.39,0.17,2/4/24,Aladdin,New Amsterdam Theatre,82.8,189.5,12903,1727,8,0
2,762243.02,-25046.83,98.21,-0.2,2/4/24,Appropriate,Belasco Theatre,166.98,376.5,4565,581,8,0
3,953044.93,-82960.41,91.05,0.29,2/4/24,Back To The Future,Winter Garden Theatre,88.52,297,10766,1478,8,0
4,827666.5,29163.2,79.28,8.39,2/4/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,113.18,347.5,7313,1153,8,0
5,908638.45,-12951.65,97.22,0.27,2/4/24,The Book of Mormon,Eugene O'Neill Theatre,109.59,0,8291,1066,8,0
6,939177.4,271029.85,97.29,11.63,2/4/24,Chicago,Ambassador Theatre,111.73,257,8406,1080,8,0
7,521518.5,139477,84.77,3.91,2/4/24,Days Of Wine And Roses,Studio 54,77.84,247,6700,988,8,0
8,157190,0,83.56,0,2/4/24,Doubt,Todd Haimes Theatre,129.37,327,1215,727,0,2
9,736062.7,2222.75,99.82,2.11,2/4/24,Hadestown,Walter Kerr Theatre,100.4,0,7331,918,8,0
10,1656990.25,-68799.25,99.38,-0.36,2/4/24,Hamilton,Richard Rodgers Theatre,157.42,399,10526,1324,8,0
11,853054.5,145977.79,98.98,0.71,2/4/24,Harmony,Ethel Barrymore Theatre,104.8,347.5,8140,1028,8,0
12,1113051.85,-32355.1,92.33,0.86,2/4/24,Harry Potter and the Cursed Child,Lyric Theatre,92.9,299,11981,1622,8,0
13,628710.05,124975.05,94.15,11.44,2/4/24,How to Dance in Ohio,Belasco Theatre,84.4,248,7449,989,8,0
14,498928.9,-25494.4,87.11,-5.95,2/4/24,Kimberly Akimbo,Booth Theatre,92.62,273,5387,773,8,0
15,1666828,-34481,93.45,-1.92,2/4/24,The Lion King,Minskoff Theatre,131.46,249,12679,1696,8,0
16,1517469,-81413,100,0,2/4/24,Merrily We Roll Along,Hudson Theatre,196.36,649,7728,966,8,0
17,1317468.5,-32151.5,94.49,2.51,2/4/24,MJ The Musical,Neil Simon Theatre,125.65,329,10485,1387,8,0
18,1119592.64,-503.99,97.82,1.15,2/4/24,Moulin Rouge! The Musical,Al Hirschfeld Theatre,110.06,0,10173,1300,8,0
19,494282,-9767,96.62,0.47,2/4/24,Prayer For The French Republic,Samuel J. Friedman Theatre,100.38,299,4924,637,8,0
20,706881.98,58090.28,80.94,-3.98,2/4/24,Purlie Victorious,Music Box Theatre,109.05,297,6482,1001,8,0
21,835397.8,-43847.2,97.45,-1.58,2/4/24,SIX: The Musical,Lena Horne Theatre,103.93,249,8038,1031,8,0
22,740888.15,-87465.15,75.35,3.07,2/4/24,Spamalot,St. James Theatre,82.49,0,8982,1490,8,0
23,857422.4,81341.2,94.71,4.42,2/4/24,Sweeney Todd,Lunt-Fontanne Theatre,86.34,299,9931,1498,7,0
24,1602195,-32138.5,99.09,1.66,2/4/24,Wicked,Gershwin Theatre,108.29,275,14796,1867,8,0
0,1058739,83984.7,98,5.29,1/28/24,& Juliet,Stephen Sondheim Theatre,131.62,323,8044,1026,8,0
1,1120149.7,69042.3,93.22,3.8,1/28/24,Aladdin,New Amsterdam Theatre,86.97,199.5,12879,1727,8,0
2,787289.85,86149.5,98.41,3.29,1/28/24,Appropriate,Belasco Theatre,172.12,376.5,4574,581,8,0
3,1036005.34,61461.34,90.76,5.36,1/28/24,Back To The Future,Winter Garden Theatre,96.53,297,10732,1478,8,0
4,798503.3,104081.65,70.89,15.2,1/28/24,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,122.11,347.5,6539,1153,8,0
5,921590.1,6486.2,96.95,1.12,1/28/24,The Book of Mormon,Eugene O'Neill Theatre,111.46,0,8268,1066,8,0
6,668147.55,65841.4,85.66,10.3,1/28/24,Chicago,Ambassador Theatre,90.28,237,7401,1080,8,0
