DBN,School Name,School Code,Borough,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
22K195,P.S. 195 Manhattan Beach,K195,K,"$24,370.55 ","$33,532.35 ","$35,459.28 ","$22,443.62 ",13,2.70%,6,1.20%,8,1.70%,6,1.20%,451,93.20%,6.80%,32,6.60%,79,16.30%,143,29.50%,28.00%,484,$69.28 
11X153,P.S. 153 Helen Keller,X153,X,"$13,963.31 ","$42,884.00 ","$45,012.03 ","$11,834.78 ",85,13.60%,358,57.50%,148,23.80%,9,1.40%,23,3.70%,96.30%,73,11.70%,10,1.60%,385,61.80%,51.00%,623,$68.83 
21K101,P.S. 101 The Verrazano,K101,K,"$5,663.81 ","$60,156.78 ","$43,874.41 ","$16,282.37 ",453,51.70%,11,1.30%,144,16.40%,8,0.90%,261,29.80%,70.20%,216,24.60%,188,21.40%,532,60.70%,65.00%,877,$68.59 
04M171,P.S. 171 Patrick Henry,M171,M,"$6,110.77 ","$52,920.00 ","$48,574.00 ","$4,346.00 ",68,8.80%,209,27.00%,443,57.30%,23,3.00%,30,3.90%,96.10%,156,20.20%,21,2.70%,544,70.40%,76.80%,773,$68.46 
31R063,Marsh Avenue School for Expeditionary Learning,R063,R,"$2,497.23 ","$30,737.19 ","$27,198.90 ","$6,035.52 ",49,10.90%,42,9.30%,131,29.10%,8,1.80%,220,48.90%,51.10%,107,23.80%,10,2.20%,207,46.00%,36.60%,450,$68.30 
28Q310,Queens Collegiate: A College Board School,Q310,Q,"$1,008.52 ","$44,729.22 ","$4,221.98 ",$257.27 ,196,29.30%,282,42.20%,126,18.80%,59,8.80%,6,0.90%,99.10%,113,16.90%,61,9.10%,573,85.70%,66.70%,669,$66.86 
17K399,P.S. 399 Stanley Eugene Clark,K399,K,$344.62 ,"$21,748.15 ","$21,752.31 ",$5.84 ,11,3.30%,251,76.10%,56,17.00%,9,2.70%,3,0.90%,99.10%,50,15.20%,34,10.30%,316,95.80%,83.70%,330,$65.90 
02M131,M.S. 131,M131,M,"$25,924.55 ","$26,275.64 ","$28,656.28 ","$28,141.91 ",320,79.80%,26,6.50%,45,11.20%,3,0.70%,7,1.70%,98.30%,99,24.70%,101,25.20%,357,89.00%,83.10%,401,$65.53 
19K158,P.S. 158 Warwick,K158,K,"$4,778.80 ","$33,803.11 ","$33,668.98 ",$134.13 ,6,1.20%,245,47.40%,252,48.70%,7,1.40%,7,1.40%,98.60%,103,19.90%,42,8.10%,463,89.60%,86.60%,517,$65.38 
20K247,P.S. 247 Brooklyn,K247,K,"$11,648.93 ","$56,203.97 ","$36,259.95 ","$19,944.02 ",452,52.40%,4,0.50%,102,11.80%,3,0.30%,302,35.00%,65.00%,156,18.10%,231,26.80%,542,62.80%,68.30%,863,$65.13 
20K205,P.S. 205 Clarion,K205,K,"$23,794.34 ","$84,091.14 ","$62,268.67 ","$21,822.47 ",760,58.30%,16,1.20%,275,21.10%,7,0.50%,246,18.90%,81.10%,247,18.90%,306,23.50%,843,64.60%,70.90%,1304,$64.49 
31R045,P.S. 045 John Tyler,R045,R,"$8,474.78 ","$55,544.35 ","$50,652.33 ","$4,892.02 ",73,8.50%,145,16.80%,417,48.40%,35,4.10%,192,22.30%,77.70%,188,21.80%,47,5.50%,605,70.20%,64.50%,862,$64.44 
22K139,P.S. 139 Alexine A. Fenty,K139,K,"$43,288.44 ","$60,829.64 ","$61,172.67 ","$48,512.41 ",184,19.40%,229,24.10%,397,41.80%,34,3.60%,105,11.10%,88.90%,163,17.20%,142,15.00%,748,78.80%,72.10%,949,$64.10 
75Q224,P.S. Q224,Q224,Q,"$10,910.81 ","$24,924.81 ","$14,063.95 ","$10,860.86 ",88,22.20%,75,18.90%,117,29.50%,78,19.70%,38,9.60%,90.40%,396,100.00%,86,21.70%,274,69.20%,72.90%,396,$62.94 
21K177,P.S. 177 The Marlboro,K177,K,"$6,120.09 ","$61,978.98 ","$60,841.92 ","$1,137.06 ",305,31.00%,7,0.70%,299,30.40%,17,1.70%,357,36.20%,63.80%,177,18.00%,320,32.50%,724,73.50%,77.50%,985,$62.92 
24Q330,Helen M. Marshall School,Q330,Q,"$3,504.99 ","$35,175.82 ","$34,548.73 ",$627.09 ,36,6.40%,21,3.70%,497,88.60%,3,0.50%,4,0.70%,99.30%,118,21.00%,168,29.90%,523,93.20%,86.50%,561,$62.70 
25Q379,College Point Collaborative,Q379,Q,$0.00 ,"$9,649.25 ","$6,564.73 ","$3,084.52 ",25,16.20%,1,0.60%,105,68.20%,4,2.60%,19,12.30%,87.70%,27,17.50%,20,13.00%,119,77.30%,64.00%,154,$62.66 
19K346,P.S. 346 Abe Stark,K346,K,"$3,205.71 ","$35,174.00 ","$27,165.21 ","$11,214.50 ",26,4.60%,356,62.90%,143,25.30%,23,4.10%,18,3.20%,96.80%,119,21.00%,8,1.40%,502,88.70%,73.00%,566,$62.14 
06M278,Paula Hedbavny School,M278,M,"$87,692.18 ","$33,795.53 ","$29,119.29 ","$92,368.42 ",14,2.50%,14,2.50%,423,76.80%,12,2.20%,88,16.00%,84.00%,110,20.00%,82,14.90%,374,67.90%,62.80%,551,$61.33 
27Q063,P.S. 063 Old South,Q063,Q,"$11,192.05 ","$74,237.16 ","$58,903.57 ","$15,333.59 ",454,37.40%,78,6.40%,558,46.00%,53,4.40%,70,5.80%,94.20%,200,16.50%,163,13.40%,955,78.70%,67.30%,1213,$61.20 
21K216,P.S. 216 Arturo Toscanini,K216,K,"$5,706.46 ","$45,393.46 ","$47,955.94 ","$3,143.98 ",216,29.00%,23,3.10%,131,17.60%,12,1.60%,363,48.70%,51.30%,114,15.30%,178,23.90%,550,73.80%,69.20%,745,$60.93 
22K255,P.S. 255 Barbara Reing School,K255,K,"$17,305.17 ","$53,726.22 ","$29,782.03 ","$23,944.19 ",193,21.90%,22,2.50%,85,9.60%,17,1.90%,565,64.10%,35.90%,148,16.80%,190,21.50%,678,76.90%,70.10%,882,$60.91 
06M349,Harbor Heights,M349,M,"$1,888.15 ","$7,830.65 ","$5,639.71 ","$2,190.94 ",0,0.00%,0,0.00%,129,100.00%,0,0.00%,0,0.00%,100.00%,2,1.60%,118,91.50%,126,97.70%,90.60%,129,$60.70 
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,Q290,Q,"$586,173.00 ","$35,608.13 ","$33,082.07 ","$2,526.06 ",93,15.80%,17,2.90%,287,48.80%,21,3.60%,170,28.90%,71.10%,60,10.20%,56,9.50%,382,65.00%,53.10%,588,$60.56 
20K104,P.S./I.S. 104 The Fort Hamilton School,K104,K,"$44,343.75 ","$75,252.13 ","$82,892.69 ","$37,537.64 ",241,19.40%,55,4.40%,317,25.50%,37,3.00%,594,47.70%,52.30%,175,14.10%,135,10.90%,770,61.90%,56.00%,1244,$60.49 
31R047,CSI High School for International Studies,R047,R,"$4,066.00 ","$29,855.47 ","$31,665.36 ","$2,256.11 ",83,16.70%,36,7.30%,97,19.60%,11,2.20%,269,54.20%,45.80%,74,14.90%,0,0.00%,237,47.80%,36.30%,496,$60.19 
10X051,The Bronx STEM and Arts Academy,X051,X,"$2,299.69 ","$12,338.84 ","$10,586.68 ","$1,752.12 ",4,2.00%,64,31.20%,133,64.90%,1,0.50%,3,1.50%,98.50%,32,15.60%,8,3.90%,176,85.90%,85.00%,205,$60.19 
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,Q242,Q,"$4,432.00 ","$23,832.00 ","$18,800.00 ","$2,632.00 ",305,76.80%,15,3.80%,58,14.60%,5,1.30%,14,3.50%,96.50%,57,14.40%,129,32.50%,263,66.20%,59.40%,397,$60.03 
04M206,P.S. 206 Jose Celso Barbosa,M206,M,"$17,661.00 ","$28,582.73 ","$39,433.92 ","$6,809.81 ",9,1.90%,117,24.50%,321,67.30%,10,2.10%,20,4.20%,95.80%,208,43.60%,71,14.90%,380,79.70%,86.60%,477,$59.92 
06M463,High School for Media and Communications,M463,M,$0.00 ,"$23,600.00 ","$22,575.33 ","$1,024.67 ",3,0.80%,39,9.80%,346,87.40%,3,0.80%,5,1.30%,98.70%,69,17.40%,197,49.70%,378,95.50%,92.30%,396,$59.60 
21K095,P.S. 095 The Gravesend,K095,K,"$3,342.69 ","$58,471.83 ","$54,345.35 ","$4,126.48 ",360,36.70%,73,7.40%,325,33.10%,5,0.50%,219,22.30%,77.70%,171,17.40%,134,13.60%,690,70.30%,76.80%,982,$59.54 
03M185,The Locke School of Arts and Engineering,M185,M,"$4,137.94 ","$21,548.73 ","$16,318.08 ","$5,230.65 ",8,2.20%,197,54.10%,118,32.40%,9,2.50%,32,8.80%,91.20%,80,22.00%,19,5.20%,301,82.70%,81.50%,364,$59.20 
20K163,P.S. 163 Bath Beach,K163,K,"$13,540.54 ","$35,406.99 ","$25,619.71 ","$9,787.28 ",168,28.00%,11,1.80%,222,37.10%,3,0.50%,195,32.60%,67.40%,112,18.70%,127,21.20%,496,82.80%,72.80%,599,$59.11 
20K259,J.H.S. 259 William McKinley,K259,K,"$20,323.06 ","$110,553.89 ","$125,316.71 ","$5,560.24 ",856,45.30%,13,0.70%,369,19.50%,21,1.10%,631,33.40%,66.60%,229,12.10%,224,11.90%,1494,79.00%,72.30%,1890,$58.49 
01M063,The STAR Academy - P.S.63,M063,M,"$11,919.01 ","$13,400.62 ","$12,569.66 ","$12,749.97 ",4,1.70%,45,19.60%,150,65.20%,9,3.90%,22,9.60%,90.40%,73,31.70%,4,1.70%,176,76.50%,73.20%,230,$58.26 
08X376,Antonia Pantoja Preparatory Academy: A College Board School,X376,X,"$3,180.85 ","$25,984.29 ","$25,069.37 ",$914.92 ,23,5.20%,75,16.80%,333,74.70%,9,2.00%,6,1.30%,98.70%,127,28.50%,64,14.30%,370,83.00%,88.30%,446,$58.26 
14K257,P.S. 257 John F. Hylan,K257,K,"$18,116.31 ","$34,916.31 ","$15,876.14 ","$19,040.17 ",4,0.70%,127,21.10%,460,76.50%,3,0.50%,7,1.20%,98.80%,157,26.10%,79,13.10%,496,82.50%,88.60%,601,$58.10 
25Q163,P.S. 163 Flushing Heights,Q163,Q,"$13,586.62 ","$46,324.90 ","$29,090.58 ","$17,234.32 ",661,81.30%,8,1.00%,124,15.30%,11,1.40%,9,1.10%,98.90%,110,13.50%,320,39.40%,650,80.00%,67.30%,813,$56.98 
30Q148,P.S. 148 Queens,Q148,Q,"$3,511.42 ","$45,720.53 ","$42,486.89 ","$3,233.64 ",118,14.70%,7,0.90%,655,81.50%,2,0.20%,22,2.70%,97.30%,147,18.30%,245,30.50%,600,74.60%,79.00%,804,$56.87 
08X100,P.S. 100 Isaac Clason,X100,X,"$4,841.23 ","$31,766.08 ","$27,123.17 ","$4,642.91 ",4,0.70%,147,26.30%,385,68.90%,15,2.70%,8,1.40%,98.60%,163,29.20%,45,8.10%,468,83.70%,91.60%,559,$56.83 
22K535,Leon M. Goldstein High School for the Sciences,K535,K,"$33,969.01 ","$59,933.67 ","$68,427.89 ","$25,474.79 ",303,28.70%,72,6.80%,94,8.90%,13,1.20%,575,54.40%,45.60%,176,16.70%,5,0.50%,480,45.40%,43.20%,1057,$56.70 
29Q251,P.S. 251 Queens,Q251,Q,"$5,889.83 ","$19,818.50 ","$20,150.97 ",$332.47 ,21,6.00%,277,78.90%,39,11.10%,11,3.10%,3,0.90%,99.10%,76,21.70%,6,1.70%,250,71.20%,56.70%,351,$56.46 
14K018,P.S. 018 Edward Bush,K018,K,"$1,203.40 ","$10,905.66 ","$7,236.30 ","$3,669.36 ",1,0.50%,41,21.10%,132,68.00%,2,1.00%,18,9.30%,90.70%,69,35.60%,26,13.40%,160,82.50%,84.50%,194,$56.21 
14K017,P.S. 017 Henry D. Woodworth,K017,K,$336.87 ,"$16,613.94 ","$15,645.32 ",$968.62 ,3,1.00%,14,4.70%,246,82.80%,2,0.70%,32,10.80%,89.20%,104,35.00%,59,19.90%,204,68.70%,74.50%,297,$55.94 
23K327,P.S. 327 Dr. Rose B. English,K327,K,"$1,000.00 ","$16,245.00 ","$8,440.00 ","$7,805.00 ",6,2.10%,189,64.70%,78,26.70%,13,4.50%,6,2.10%,97.90%,77,26.40%,20,6.80%,282,96.60%,92.70%,292,$55.63 
26Q067,J.H.S. 067 Louis Pasteur,Q067,Q,"$17,811.54 ","$51,597.51 ","$43,261.17 ","$26,147.88 ",589,61.90%,34,3.60%,124,13.00%,18,1.90%,186,19.60%,80.40%,89,9.40%,38,4.00%,405,42.60%,29.70%,951,$54.26 
27Q100,P.S. 100 Glen Morris,Q100,Q,"$8,765.01 ","$52,191.41 ","$49,733.11 ","$1,456.30 ",306,31.70%,61,6.30%,199,20.60%,361,37.40%,37,3.80%,96.20%,170,17.60%,80,8.30%,568,58.90%,63.60%,964,$54.14 
30Q122,P.S. 122 Mamie Fay,Q122,Q,"$8,707.94 ","$73,010.40 ","$66,966.89 ","$14,751.45 ",361,26.40%,52,3.80%,263,19.30%,65,4.80%,625,45.80%,54.20%,113,8.30%,101,7.40%,651,47.70%,47.40%,1366,$53.45 
18K219,P.S. 219 Kennedy-King,K219,K,"$3,254.51 ","$22,805.66 ","$24,166.57 ",$0.00 ,6,1.40%,360,84.30%,46,10.80%,6,1.40%,9,2.10%,97.90%,105,24.60%,49,11.50%,336,78.70%,84.80%,427,$53.41 
24Q229,P.S. 229 Emanuel Kaplan,Q229,Q,"$12,081.29 ","$75,858.81 ","$72,185.90 ","$3,674.91 ",520,36.60%,29,2.00%,583,41.00%,9,0.60%,280,19.70%,80.30%,277,19.50%,110,7.70%,991,69.70%,54.10%,1421,$53.38 
27Q155,P.S. 155,Q155,Q,"$6,677.71 ","$28,553.11 ","$21,056.58 ","$7,496.53 ",159,29.70%,116,21.70%,113,21.10%,140,26.20%,7,1.30%,98.70%,78,14.60%,29,5.40%,473,88.40%,62.30%,535,$53.37 
03M256,Lafayette Academy,M256,M,$0.00 ,"$8,150.94 ",$791.00 ,"$7,359.94 ",1,0.70%,74,48.40%,54,35.30%,5,3.30%,19,12.40%,87.60%,31,20.30%,19,12.40%,111,72.50%,73.10%,153,$53.27 
31R027,I.S. 027 Anning S. Prall,R027,R,"$5,381.77 ","$54,455.27 ","$31,457.30 ","$22,997.97 ",111,10.70%,225,21.70%,414,40.00%,19,1.80%,267,25.80%,74.20%,264,25.50%,51,4.90%,761,73.50%,65.80%,1036,$52.56 
24Q068,P.S. 068 Cambridge,Q068,Q,"$6,681.53 ","$31,312.23 ","$26,746.70 ","$11,247.06 ",19,3.20%,10,1.70%,522,87.40%,3,0.50%,43,7.20%,92.80%,121,20.30%,80,13.40%,389,65.20%,70.50%,597,$52.45 
08X182,P.S. 182,X182,X,$686.61 ,"$39,655.20 ","$40,043.69 ",$298.12 ,46,6.00%,170,22.30%,501,65.70%,8,1.00%,38,5.00%,95.00%,143,18.70%,59,7.70%,662,86.80%,83.00%,763,$51.97 
14K297,P.S. 297 Abraham Stockton,K297,K,$328.00 ,"$10,529.00 ","$10,201.00 ",$328.00 ,3,1.50%,76,37.30%,117,57.40%,6,2.90%,2,1.00%,99.00%,45,22.10%,27,13.20%,177,86.80%,93.50%,204,$51.61 
26Q178,P.S./ IS 178 Holliswood,Q178,Q,"$16,978.63 ","$28,282.86 ","$27,347.17 ","$17,914.32 ",65,11.90%,39,7.10%,52,9.50%,13,2.40%,379,69.20%,30.80%,82,15.00%,37,6.80%,202,36.90%,32.20%,548,$51.61 
22K217,P.S. 217 Colonel David Marcus School,K217,K,"$20,665.41 ","$58,699.16 ","$59,259.96 ","$20,104.61 ",611,53.50%,98,8.60%,187,16.40%,37,3.20%,208,18.20%,81.80%,150,13.10%,287,25.20%,870,76.20%,78.80%,1141,$51.45 
06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,M210,M,"$4,280.45 ","$21,862.44 ","$17,505.93 ","$4,356.51 ",1,0.20%,6,1.40%,417,98.10%,1,0.20%,0,0.00%,100.00%,94,22.10%,163,38.40%,394,92.70%,87.50%,425,$51.44 
04M964,Central Park East II,M964,M,"$85,559.00 ","$24,742.00 ","$16,093.00 ","$94,208.00 ",26,5.40%,154,31.90%,197,40.80%,35,7.20%,71,14.70%,85.30%,123,25.50%,15,3.10%,248,51.30%,64.40%,483,$51.23 
28Q175,P.S. 175 The Lynn Gross Discovery School,Q175,Q,"$14,145.46 ","$41,581.07 ","$44,025.15 ","$11,701.38 ",181,22.30%,9,1.10%,108,13.30%,24,3.00%,491,60.40%,39.60%,128,15.70%,73,9.00%,455,56.00%,46.40%,813,$51.15 
10X081,P.S. 081 Robert J. Christen,X081,X,"$39,655.91 ","$38,055.38 ","$43,570.58 ","$34,140.61 ",52,7.00%,69,9.20%,394,52.80%,27,3.60%,204,27.30%,72.70%,137,18.40%,60,8.00%,329,44.10%,38.50%,746,$51.01 
24Q153,P.S. 153 Maspeth Elem,Q153,Q,"$12,460.56 ","$57,373.61 ","$46,652.06 ","$10,721.55 ",119,10.60%,9,0.80%,510,45.30%,17,1.50%,471,41.80%,58.20%,203,18.00%,111,9.90%,724,64.30%,53.50%,1126,$50.95 
02M414,N.Y.C. Museum School,M414,M,"$2,510.69 ","$22,840.84 ","$9,477.95 ","$13,362.89 ",108,24.10%,58,12.90%,160,35.60%,27,6.00%,96,21.40%,78.60%,91,20.30%,4,0.90%,252,56.10%,54.70%,449,$50.87 
02M422,Quest to Learn,M422,M,"$26,640.00 ","$27,630.02 ","$27,088.21 ","$10,541.81 ",71,13.00%,118,21.70%,235,43.10%,20,3.70%,101,18.50%,81.50%,152,27.90%,21,3.90%,393,72.10%,66.10%,545,$50.70 
30Q076,P.S. 076 William Hallet,Q076,Q,"$10,406.16 ","$22,460.12 ","$12,974.64 ","$19,891.64 ",34,7.60%,131,29.40%,229,51.30%,9,2.00%,43,9.60%,90.40%,148,33.20%,61,13.70%,353,79.10%,85.70%,446,$50.36 
23K599,Brooklyn Landmark Elementary School,K599,K,"$1,834.23 ","$19,238.12 ","$19,364.40 ",$127.28 ,9,2.30%,289,74.90%,83,21.50%,2,0.50%,3,0.80%,99.20%,64,16.60%,11,2.80%,294,76.20%,79.70%,386,$49.84 
14K132,P.S. 132 The Conselyea School,K132,K,"$69,363.58 ","$36,799.30 ","$45,101.25 ","$61,061.63 ",49,6.50%,105,13.90%,244,32.30%,23,3.00%,334,44.20%,55.80%,98,13.00%,50,6.60%,289,38.30%,50.40%,755,$48.74 
24Q019,P.S. 019 Marino Jeantet,Q019,Q,"$15,394.81 ","$91,859.72 ","$81,656.28 ","$10,203.44 ",95,5.00%,8,0.40%,1767,93.50%,6,0.30%,13,0.70%,99.30%,398,21.10%,1049,55.50%,1669,88.40%,85.90%,1889,$48.63 
02M124,P.S. 124 Yung Wing,M124,M,"$46,206.20 ","$32,767.53 ","$29,628.09 ","$49,345.64 ",631,93.50%,0,0.00%,14,2.10%,20,3.00%,10,1.50%,98.50%,86,12.70%,172,25.50%,354,52.40%,59.90%,675,$48.54 
32K291,J.H.S. 291 Roland Hayes,K291,K,$0.00 ,"$14,011.00 ","$14,007.51 ",$3.49 ,3,1.00%,40,13.80%,242,83.40%,1,0.30%,4,1.40%,98.60%,81,27.90%,85,29.30%,275,94.80%,94.10%,290,$48.31 
21K226,P.S. 226 Alfred De B. Mason,K226,K,"$8,045.23 ","$49,359.14 ","$45,877.72 ","$3,481.42 ",313,30.60%,15,1.50%,306,29.90%,13,1.30%,375,36.70%,63.30%,170,16.60%,268,26.20%,827,80.90%,76.00%,1022,$48.30 
30Q002,P.S. 002 Alfred Zimberg,Q002,Q,"$5,526.46 ","$27,000.29 ","$25,391.44 ","$1,608.85 ",115,20.40%,23,4.10%,204,36.20%,8,1.40%,214,37.90%,62.10%,107,19.00%,92,16.30%,408,72.30%,60.70%,564,$47.87 
22K203,P.S. 203 Floyd Bennett School,K203,K,"$10,017.59 ","$32,280.56 ","$28,032.65 ","$4,247.91 ",59,8.70%,496,73.50%,73,10.80%,22,3.30%,25,3.70%,96.30%,148,21.90%,60,8.90%,444,65.80%,64.70%,675,$47.82 
11X483,The Matilda Avenue School,X483,X,"$1,879.10 ","$7,734.00 ","$9,352.40 ",$260.70 ,7,4.30%,85,52.10%,55,33.70%,8,4.90%,8,4.90%,95.10%,18,11.00%,8,4.90%,123,75.50%,75.90%,163,$47.45 
30Q085,P.S. 085 Judge Charles Vallone,Q085,Q,"$23,775.00 ","$29,971.20 ","$29,708.47 ","$24,017.17 ",107,16.80%,17,2.70%,179,28.10%,26,4.10%,307,48.30%,51.70%,78,12.30%,84,13.20%,253,39.80%,46.40%,636,$47.12 
04M146,P.S. 146 Ann M. Short,M146,M,$348.61 ,"$17,903.72 ","$17,456.00 ",$447.72 ,18,4.70%,86,22.50%,268,70.00%,2,0.50%,9,2.30%,97.70%,151,39.40%,67,17.50%,373,97.40%,94.40%,383,$46.75 
22K278,J.H.S. 278 Marine Park,K278,K,"$6,191.09 ","$55,881.32 ","$58,882.90 ","$3,189.51 ",129,10.70%,480,39.90%,211,17.50%,27,2.20%,356,29.60%,70.40%,212,17.60%,49,4.10%,836,69.50%,51.20%,1203,$46.45 
27Q051,P.S. 051,Q051,Q,"$5,083.11 ","$11,376.20 ","$10,614.30 ",$761.90 ,61,24.90%,10,4.10%,117,47.80%,19,7.80%,38,15.50%,84.50%,23,9.40%,58,23.70%,189,77.10%,66.70%,245,$46.43 
24Q049,P.S. 049 Dorothy Bonawit Kole,Q049,Q,"$6,683.00 ","$55,680.38 ","$46,652.27 ","$9,028.11 ",234,19.40%,13,1.10%,285,23.70%,21,1.70%,651,54.10%,45.90%,192,15.90%,79,6.60%,611,50.70%,34.70%,1204,$46.25 
20K160,P.S. 160 William T. Sampson,K160,K,"$22,565.72 ","$58,981.70 ","$30,139.22 ","$28,842.48 ",1127,88.30%,5,0.40%,91,7.10%,3,0.20%,50,3.90%,96.10%,166,13.00%,779,61.10%,1051,82.40%,89.60%,1276,$46.22 
02M630,Art and Design High School,M630,M,"$18,051.06 ","$67,777.10 ","$47,101.72 ","$20,675.38 ",125,8.50%,219,14.80%,796,53.90%,82,5.50%,256,17.30%,82.70%,314,21.20%,12,0.80%,821,55.50%,56.30%,1478,$45.86 
15K442,M.S. 442 Carroll Gardens School for Innovation,K442,K,"$1,668.09 ","$13,650.85 ","$11,685.74 ","$3,633.20 ",27,8.90%,43,14.20%,89,29.50%,11,3.60%,132,43.70%,56.30%,103,34.10%,11,3.60%,99,32.80%,36.80%,302,$45.20 
21K098,I.S. 98 Bay Academy,K098,K,"$28,678.47 ","$70,306.35 ","$53,977.70 ","$16,328.65 ",441,28.30%,40,2.60%,136,8.70%,46,2.90%,898,57.50%,42.50%,143,9.20%,27,1.70%,803,51.40%,48.80%,1561,$45.04 
08X036,P.S. 036 Unionport,X036,X,"$1,241.66 ","$34,293.66 ","$33,029.66 ","$1,264.00 ",202,26.40%,69,9.00%,448,58.60%,19,2.50%,26,3.40%,96.60%,142,18.60%,98,12.80%,551,72.10%,80.60%,764,$44.89 
15K094,P.S. 094 The Henry Longfellow,K094,K,$508.38 ,"$57,581.24 ","$57,403.65 ",$177.59 ,894,69.70%,3,0.20%,362,28.20%,4,0.30%,20,1.60%,98.40%,107,8.30%,626,48.80%,1268,98.80%,93.50%,1283,$44.88 
27Q062,P. S. 62 - Chester Park School,Q062,Q,"$8,661.46 ","$40,847.72 ","$25,985.59 ","$14,862.13 ",548,60.20%,36,4.00%,222,24.40%,88,9.70%,17,1.90%,98.10%,116,12.70%,140,15.40%,601,66.00%,70.70%,911,$44.84 
24Q071,P.S. 071 Forest,Q071,Q,$0.00 ,"$31,349.31 ","$6,615.39 ","$24,733.92 ",34,4.90%,6,0.90%,376,53.70%,40,5.70%,244,34.90%,65.10%,122,17.40%,108,15.40%,593,84.70%,69.20%,700,$44.78 
08X152,P.S. 152 Evergreen,X152,X,"$7,108.86 ","$36,556.86 ","$23,004.00 ","$13,552.86 ",13,1.60%,134,16.40%,654,80.00%,10,1.20%,7,0.90%,99.10%,204,24.90%,225,27.50%,735,89.90%,94.70%,818,$44.69 
15K443,New Voices School of Academic & Creative Arts,K443,K,"$70,441.00 ","$25,903.00 ","$22,836.00 ","$73,508.00 ",37,6.40%,43,7.40%,170,29.30%,24,4.10%,306,52.80%,47.20%,128,22.10%,10,1.70%,165,28.40%,31.80%,580,$44.66 
16K026,P.S. 026 Jesse Owens,K026,K,$130.00 ,"$11,550.00 ","$13,276.03 ",$916.57 ,6,2.30%,174,67.20%,61,23.60%,3,1.20%,15,5.80%,94.20%,49,18.90%,10,3.90%,186,71.80%,78.20%,259,$44.59 
31R861,Staten Island School of Civic Leadership,R861,R,$322.65 ,"$40,388.16 ","$39,338.51 ","$1,049.65 ",124,13.70%,183,20.20%,378,41.70%,41,4.50%,180,19.90%,80.10%,216,23.80%,36,4.00%,649,71.60%,61.20%,906,$44.58 
18K115,P.S. 115 Daniel Mucatel School,K115,K,"$4,766.02 ","$40,106.83 ","$37,215.17 ","$2,891.66 ",28,3.10%,735,81.50%,76,8.40%,14,1.60%,49,5.40%,94.60%,160,17.70%,72,8.00%,554,61.40%,64.00%,902,$44.46 
21K100,P.S. 100 The Coney Island School,K100,K,"$1,378.84 ","$36,536.17 ","$32,275.83 ","$4,260.34 ",31,3.80%,24,2.90%,46,5.60%,10,1.20%,711,86.50%,13.50%,137,16.70%,165,20.10%,400,48.70%,45.80%,822,$44.45 
26Q031,P.S. 031 Bayside,Q031,Q,"$14,867.86 ","$23,863.97 ","$27,284.83 ","$11,447.00 ",301,55.80%,42,7.80%,109,20.20%,12,2.20%,75,13.90%,86.10%,97,18.00%,60,11.10%,313,58.10%,43.80%,539,$44.27 
02M001,P.S. 001 Alfred E. Smith,M001,M,"$29,137.34 ","$13,018.43 ","$2,661.44 ","$39,494.33 ",147,49.80%,53,18.00%,84,28.50%,4,1.40%,7,2.40%,97.60%,81,27.50%,56,19.00%,223,75.60%,81.40%,295,$44.13 
25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,Q200,Q,"$4,485.53 ","$23,690.97 ","$17,921.47 ","$5,769.50 ",75,13.90%,108,20.00%,272,50.30%,15,2.80%,71,13.10%,86.90%,98,18.10%,23,4.30%,390,72.10%,50.30%,541,$43.79 
20K069,P.S. 69 Vincent D. Grippo School,K069,K,"$10,346.53 ","$33,661.03 ","$18,244.41 ","$15,416.62 ",706,91.70%,2,0.30%,30,3.90%,2,0.30%,30,3.90%,96.10%,81,10.50%,378,49.10%,745,96.80%,90.20%,770,$43.72 
75R373,P.S. R373,R373,R,"$4,028.22 ","$24,800.82 ","$20,973.09 ","$3,827.73 ",60,10.60%,134,23.60%,169,29.80%,23,4.00%,182,32.00%,68.00%,568,100.00%,78,13.70%,452,79.60%,82.10%,568,$43.66 
25Q024,P.S. 024 Andrew Jackson,Q024,Q,"$21,426.49 ","$45,269.34 ","$26,821.16 ","$18,447.18 ",886,84.70%,19,1.80%,113,10.80%,13,1.20%,15,1.40%,98.60%,120,11.50%,392,37.50%,689,65.90%,68.90%,1046,$43.28 
18K208,P.S. 208 Elsa Ebeling,K208,K,"$3,764.61 ","$15,373.86 ","$12,205.46 ","$3,168.40 ",7,1.90%,323,90.00%,20,5.60%,3,0.80%,6,1.70%,98.30%,95,26.50%,11,3.10%,313,87.20%,73.10%,359,$42.82 
