DBN,School Name,School Code,Borough,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
06M143,J.H.S. 143 Eleanor Roosevelt,M143,M,$257.44 ,$715.00 ,$686.78 ,$285.66 ,3,1.20%,8,3.20%,223,90.30%,3,1.20%,10,4.00%,96.00%,76,30.80%,145,58.70%,223,90.30%,92.30%,247,$2.89 
75X811,P.S. X811,X811,X,"$1,823.70 ","$1,823.70 ",$50.00 ,"$1,773.70 ",20,3.20%,218,34.40%,366,57.70%,7,1.10%,23,3.60%,96.40%,632,99.70%,241,38.00%,589,92.90%,95.60%,634,$2.88 
27Q105,P.S. 105 The Bay School,Q105,Q,$512.00 ,"$2,389.00 ","$2,186.61 ",$202.39 ,26,3.10%,500,60.10%,285,34.30%,13,1.60%,8,1.00%,99.00%,251,30.20%,41,4.90%,735,88.30%,92.70%,832,$2.87 
75M094,P.S. M094,M094,M,"$14,141.70 ","$1,185.05 ","$7,092.64 ","$7,049.00 ",31,7.50%,124,30.00%,185,44.80%,5,1.20%,68,16.50%,83.50%,413,100.00%,75,18.20%,337,81.60%,84.90%,413,$2.87 
24Q264,Academy of Finance and Enterprise,Q264,Q,"$3,329.13 ","$1,835.00 ",$813.55 ,"$4,350.58 ",163,25.10%,29,4.50%,329,50.70%,27,4.20%,101,15.60%,84.40%,83,12.80%,37,5.70%,524,80.70%,67.90%,649,$2.83 
27Q123,P.S. 123,Q123,Q,"$1,852.84 ","$1,852.84 ","$1,852.84 ",$0.00 ,80,12.00%,375,56.10%,126,18.90%,69,10.30%,18,2.70%,97.30%,125,18.70%,46,6.90%,554,82.90%,66.00%,668,$2.77 
24Q610,Aviation Career & Technical Education High School,Q610,Q,"$1,868.82 ","$5,772.18 ","$3,605.36 ","$2,166.82 ",769,36.80%,83,4.00%,960,46.00%,83,4.00%,193,9.20%,90.80%,293,14.00%,60,2.90%,1281,61.40%,65.20%,2088,$2.76 
10X363,Academy For Personal Leadership And Excellence,X363,X,$20.00 ,"$1,600.00 ","$1,620.00 ",$0.00 ,11,1.90%,63,10.80%,495,85.10%,6,1.00%,7,1.20%,98.80%,159,27.30%,183,31.40%,533,91.60%,92.70%,582,$2.75 
32K562,Evergreen Middle School for Urban Exploration,K562,K,$0.00 ,"$1,000.00 ",$0.00 ,"$1,000.00 ",3,0.80%,81,21.90%,279,75.40%,0,0.00%,7,1.90%,98.10%,84,22.70%,61,16.50%,350,94.60%,89.70%,370,$2.70 
29Q272,George Washington Carver High School for the Sciences,Q272,Q,"$1,109.28 ","$1,109.29 ",$20.00 ,"$1,089.29 ",18,4.30%,306,73.40%,63,15.10%,25,6.00%,5,1.20%,98.80%,71,17.00%,21,5.00%,298,71.50%,59.90%,417,$2.66 
24Q014,P.S. 014 Fairview,Q014,Q,"$4,832.32 ","$4,057.00 ","$5,584.60 ","$3,304.72 ",91,5.80%,35,2.20%,1411,89.60%,10,0.60%,27,1.70%,98.30%,286,18.20%,539,34.20%,1286,81.70%,85.80%,1574,$2.58 
27Q400,August Martin High School,Q400,Q,$0.00 ,$800.00 ,$0.00 ,$800.00 ,40,12.90%,205,65.90%,46,14.80%,16,5.10%,4,1.30%,98.70%,72,23.20%,19,6.10%,241,77.50%,71.80%,311,$2.57 
17K249,P.S. 249 The Caton,K249,K,$114.00 ,"$2,193.35 ","$1,999.35 ",$194.00 ,60,6.80%,370,42.10%,397,45.20%,13,1.50%,38,4.30%,95.70%,157,17.90%,191,21.80%,632,72.00%,77.40%,878,$2.50 
17K092,P.S. 092 Adrian Hegeman,K092,K,$0.00 ,"$1,036.38 ",$988.41 ,$47.97 ,47,11.30%,285,68.70%,62,14.90%,12,2.90%,9,2.20%,97.80%,91,21.90%,82,19.80%,363,87.50%,81.10%,415,$2.50 
18K114,P.S. 114 Ryder Elementary,K114,K,$27.88 ,"$1,285.13 ",$420.00 ,$893.01 ,12,2.30%,405,78.60%,69,13.40%,5,1.00%,24,4.70%,95.30%,118,22.90%,70,13.60%,393,76.30%,79.00%,515,$2.50 
12X150,P.S. 150 Charles James Fox,X150,X,"$1,917.09 ","$1,917.09 ",$467.19 ,"$1,449.96 ",7,0.90%,161,20.60%,592,75.80%,3,0.40%,18,2.30%,97.70%,175,22.40%,184,23.60%,727,93.10%,92.90%,781,$2.45 
10X020,"PS/MS 20 P.O.George J. Werdann, III",X020,X,$949.53 ,"$2,254.50 ","$2,115.15 ","$1,088.88 ",82,8.30%,113,11.40%,726,73.50%,17,1.70%,50,5.10%,94.90%,278,28.10%,250,25.30%,950,96.20%,87.90%,988,$2.28 
29Q095,P.S. 095 Eastwood,Q095,Q,"$1,500.00 ","$3,250.00 ","$3,150.00 ",$100.00 ,617,42.80%,143,9.90%,572,39.70%,89,6.20%,20,1.40%,98.60%,173,12.00%,294,20.40%,991,68.80%,74.20%,1441,$2.26 
17K537,High School for Youth and Community Development at Erasmus,K537,K,$873.01 ,"$1,038.01 ",$0.00 ,"$1,038.01 ",18,3.90%,365,78.20%,68,14.60%,5,1.10%,11,2.40%,97.60%,116,24.80%,41,8.80%,368,78.80%,77.40%,467,$2.22 
19K149,P.S. 149 Danny Kaye,K149,K,$163.50 ,"$1,396.23 ","$1,233.18 ",$163.05 ,21,3.30%,383,60.00%,219,34.30%,6,0.90%,9,1.40%,98.60%,129,20.20%,44,6.90%,597,93.60%,89.80%,638,$2.19 
20K505,Franklin Delano Roosevelt High School,K505,K,"$1,702.00 ","$7,031.00 ","$6,483.39 ",$547.61 ,1234,38.40%,321,10.00%,1083,33.70%,39,1.20%,537,16.70%,83.30%,458,14.30%,1065,33.10%,2501,77.80%,86.20%,3214,$2.19 
25Q285,World Journalism Preparatory: A College Board School,Q285,Q,"$3,997.82 ","$1,265.98 ","$2,704.95 ","$2,558.85 ",97,16.70%,22,3.80%,221,38.00%,18,3.10%,224,38.50%,61.50%,104,17.90%,11,1.90%,349,60.00%,44.50%,582,$2.18 
28Q328,High School for Community Leadership,Q328,Q,$0.00 ,"$1,008.57 ",$0.00 ,"$1,008.57 ",106,22.80%,163,35.10%,130,28.00%,43,9.30%,22,4.70%,95.30%,71,15.30%,69,14.90%,356,76.70%,68.40%,464,$2.17 
24Q585,Maspeth High School,Q585,Q,"$1,995.12 ","$2,620.00 ",$4.00 ,"$4,611.12 ",211,17.40%,20,1.70%,562,46.40%,84,6.90%,335,27.60%,72.40%,191,15.80%,36,3.00%,666,55.00%,54.00%,1212,$2.16 
02M427,Manhattan Academy For Arts & Language,M427,M,"$1,430.17 ",$500.00 ,$500.00 ,"$1,430.17 ",2,0.90%,5,2.10%,221,94.80%,0,0.00%,5,2.10%,97.90%,28,12.00%,157,67.40%,228,97.90%,95.60%,233,$2.15 
05M194,P.S. 194 Countee Cullen,M194,M,$391.25 ,$391.25 ,$200.00 ,$191.25 ,2,1.00%,109,56.50%,68,35.20%,8,4.10%,6,3.10%,96.90%,57,29.50%,30,15.50%,189,97.90%,94.70%,193,$2.03 
75K231,P.S. K231,K231,K,"$1,867.91 ",$703.16 ,$975.06 ,"$1,600.01 ",69,19.70%,86,24.50%,82,23.40%,4,1.10%,110,31.30%,68.70%,350,99.70%,102,29.10%,283,80.60%,84.00%,351,$2.00 
20K485,High School of Telecommunication Arts and Technology,K485,K,"$3,471.53 ","$2,461.92 ","$3,244.85 ","$2,688.60 ",257,20.80%,74,6.00%,615,49.80%,41,3.30%,248,20.10%,79.90%,227,18.40%,105,8.50%,949,76.80%,74.50%,1235,$1.99 
09X443,The Family School,X443,X,"$1,355.42 ","$1,105.75 ","$1,820.67 ",$465.25 ,22,4.00%,148,26.70%,378,68.10%,2,0.40%,5,0.90%,99.10%,147,26.50%,159,28.60%,510,91.90%,94.60%,555,$1.99 
08X123,J.H.S. 123 James M. Kieran,X123,X,$0.00 ,$823.00 ,$823.00 ,$0.00 ,12,2.90%,86,20.60%,310,74.20%,6,1.40%,4,1.00%,99.00%,104,24.90%,105,25.10%,359,85.90%,91.20%,418,$1.97 
32K145,P.S. 145 Andrew Jackson,K145,K,$657.00 ,"$1,011.00 ","$1,668.00 ",$0.00 ,1,0.20%,28,5.40%,477,92.60%,2,0.40%,7,1.40%,98.60%,81,15.70%,87,16.90%,450,87.40%,90.90%,515,$1.96 
29Q156,P.S. 156 Laurelton,Q156,Q,"$2,069.25 ",$450.00 ,$35.89 ,"$2,483.36 ",7,3.00%,201,87.40%,15,6.50%,4,1.70%,3,1.30%,98.70%,34,14.80%,14,6.10%,150,65.20%,59.40%,230,$1.96 
12X511,Bronx Envision Academy,X511,X,$364.94 ,$800.94 ,$652.99 ,$147.95 ,8,1.90%,137,32.80%,249,59.60%,13,3.10%,11,2.60%,97.40%,100,23.90%,70,16.70%,365,87.30%,89.20%,418,$1.92 
27Q043,P.S. 043,Q043,Q,"$2,347.40 ","$1,700.00 ","$2,628.00 ",$928.00 ,26,2.90%,514,57.40%,295,32.90%,16,1.80%,45,5.00%,95.00%,206,23.00%,74,8.30%,836,93.30%,86.20%,896,$1.90 
28Q620,Thomas A. Edison Career and Technical Education High School,Q620,Q,"$1,262.84 ","$4,161.85 ","$3,284.06 ",$877.79 ,1065,48.50%,392,17.90%,508,23.10%,141,6.40%,90,4.10%,95.90%,300,13.70%,49,2.20%,1661,75.60%,59.60%,2196,$1.90 
10X118,J.H.S. 118 William W. Niles,X118,X,$795.32 ,"$2,088.82 ","$2,086.30 ",$2.52 ,174,15.70%,221,20.00%,671,60.70%,14,1.30%,25,2.30%,97.70%,246,22.30%,137,12.40%,992,89.80%,87.40%,1105,$1.89 
18K268,P.S. 268 Emma Lazarus,K268,K,"$1,094.99 ",$626.61 ,"$1,286.60 ",$435.00 ,3,0.90%,301,89.10%,25,7.40%,1,0.30%,8,2.40%,97.60%,61,18.00%,29,8.60%,272,80.50%,78.30%,338,$1.85 
25Q165,P.S. 165 Edith K. Bergtraum,Q165,Q,"$3,422.57 ","$1,315.00 ",$441.00 ,"$4,737.57 ",379,53.10%,84,11.80%,142,19.90%,14,2.00%,95,13.30%,86.70%,174,24.40%,83,11.60%,484,67.80%,60.80%,714,$1.84 
29Q243,Institute for Health Professions at Cambria Heights,Q243,Q,$20.00 ,$757.58 ,$400.00 ,$377.58 ,45,10.90%,291,70.50%,54,13.10%,15,3.60%,8,1.90%,98.10%,43,10.40%,40,9.70%,341,82.60%,66.70%,413,$1.83 
19K507,Performing Arts and Technology High School,K507,K,$950.00 ,$750.00 ,"$1,021.00 ",$678.00 ,7,1.70%,243,59.40%,150,36.70%,5,1.20%,4,1.00%,99.00%,93,22.70%,74,18.10%,366,89.50%,85.50%,409,$1.83 
19K224,P.S. 224 Hale A. Woodruff,K224,K,$0.00 ,$690.70 ,"$1,300.00 ",$0.00 ,4,1.00%,247,62.50%,132,33.40%,6,1.50%,6,1.50%,98.50%,93,23.50%,31,7.80%,371,93.90%,90.70%,395,$1.75 
17K352,Ebbets Field Middle School,K352,K,$0.00 ,$225.05 ,$60.00 ,$165.00 ,8,6.00%,91,68.40%,23,17.30%,1,0.80%,10,7.50%,92.50%,40,30.10%,27,20.30%,125,94.00%,86.60%,133,$1.69 
17K547,Brooklyn Academy of Science and the Environment,K547,K,$716.85 ,$644.00 ,$792.92 ,$567.93 ,15,3.90%,305,79.80%,44,11.50%,5,1.30%,13,3.40%,96.60%,62,16.20%,22,5.80%,281,73.60%,76.00%,382,$1.69 
07X179,P.S. 179,X179,X,$0.00 ,$500.00 ,$450.00 ,$50.00 ,3,1.00%,47,15.10%,254,81.70%,4,1.30%,3,1.00%,99.00%,65,20.90%,67,21.50%,294,94.50%,93.30%,311,$1.61 
01M015,P.S. 015 Roberto Clemente,M015,M,$5.66 ,$276.00 ,$0.00 ,$281.66 ,24,13.80%,48,27.60%,95,54.60%,1,0.60%,6,3.40%,96.60%,38,21.80%,8,4.60%,145,83.30%,88.00%,174,$1.59 
24Q485,Grover Cleveland High School,Q485,Q,"$1,182.96 ","$2,719.56 ","$1,591.80 ","$1,127.76 ",172,10.00%,100,5.80%,1090,63.60%,41,2.40%,312,18.20%,81.80%,329,19.20%,299,17.40%,1206,70.30%,74.20%,1715,$1.59 
29Q033,P.S. 033 Edward M. Funk,Q033,Q,$806.20 ,"$1,500.00 ","$1,967.71 ",$338.49 ,465,48.80%,138,14.50%,227,23.80%,82,8.60%,40,4.20%,95.80%,131,13.80%,167,17.50%,726,76.30%,58.80%,952,$1.58 
01M458,Forsyth Satellite Academy,M458,M,$338.54 ,$304.39 ,$559.66 ,$83.27 ,0,0.00%,84,43.30%,98,50.50%,4,2.10%,8,4.10%,95.90%,62,32.00%,11,5.70%,163,84.00%,84.80%,194,$1.57 
15K656,Brooklyn High School of the Arts,K656,K,$807.74 ,"$1,415.00 ",$588.00 ,"$1,634.74 ",32,3.40%,611,65.10%,201,21.40%,50,5.30%,45,4.80%,95.20%,164,17.50%,10,1.10%,665,70.80%,64.90%,939,$1.51 
19K089,P.S. 089 Cypress Hills,K089,K,"$6,411.75 ",$700.00 ,$0.00 ,"$7,111.75 ",4,0.90%,11,2.30%,450,95.90%,4,0.90%,0,0.00%,100.00%,112,23.90%,206,43.90%,445,94.90%,85.40%,469,$1.49 
20K220,J.H.S. 220 John J. Pershing,K220,K,"$3,766.36 ","$2,243.00 ","$1,823.06 ",$419.94 ,764,50.20%,19,1.20%,649,42.70%,6,0.40%,83,5.50%,94.50%,240,15.80%,492,32.30%,1291,84.90%,89.80%,1521,$1.47 
11X326,Bronx Green Middle School,X326,X,$175.00 ,$600.00 ,$715.00 ,$60.00 ,28,6.90%,73,17.90%,240,59.00%,6,1.50%,60,14.70%,85.30%,87,21.40%,90,22.10%,374,91.90%,84.40%,407,$1.47 
15K667,Sunset Park High School,K667,K,"$1,027.16 ","$1,751.41 ","$1,190.41 ",$616.00 ,120,9.90%,91,7.50%,900,74.00%,6,0.50%,99,8.10%,91.90%,258,21.20%,266,21.90%,1034,85.00%,86.00%,1216,$1.44 
12X196,P.S. 196,X196,X,"$2,247.55 ","$1,267.55 ",$980.00 ,"$1,267.55 ",9,1.00%,124,14.00%,718,81.10%,22,2.50%,12,1.40%,98.60%,184,20.80%,298,33.70%,772,87.20%,93.60%,885,$1.43 
09X274,The New American Academy at Roberto Clemente State Park,X274,X,$24.00 ,"$1,002.29 ",$11.00 ,$974.29 ,0,0.00%,275,38.50%,422,59.10%,10,1.40%,7,1.00%,99.00%,199,27.90%,109,15.30%,698,97.80%,96.00%,714,$1.40 
27Q318,Waterside School For Leadership,Q318,Q,$0.00 ,$342.00 ,$342.00 ,$0.00 ,8,3.30%,129,52.90%,82,33.60%,6,2.50%,19,7.80%,92.20%,63,25.80%,23,9.40%,216,88.50%,77.50%,244,$1.40 
05M046,P.S. 046 Arthur Tappan,M046,M,$394.63 ,$825.88 ,$298.00 ,$527.88 ,6,1.00%,305,48.40%,306,48.60%,7,1.10%,6,1.00%,99.00%,199,31.60%,59,9.40%,586,93.00%,95.20%,630,$1.31 
02M374,Gramercy Arts High School,M374,M,$600.00 ,$600.00 ,$0.00 ,$600.00 ,20,4.30%,157,33.50%,232,49.60%,29,6.20%,30,6.40%,93.60%,79,16.90%,10,2.10%,370,79.10%,74.40%,468,$1.28 
19K171,I.S. 171 Abraham Lincoln,K171,K,$0.00 ,$523.50 ,$291.88 ,$231.92 ,32,7.70%,37,8.90%,338,80.90%,7,1.70%,4,1.00%,99.00%,79,18.90%,123,29.40%,393,94.00%,85.90%,418,$1.25 
02M545,High School for Dual Language and Asian Studies,M545,M,"$3,400.00 ",$500.00 ,$260.00 ,"$3,700.00 ",366,91.00%,9,2.20%,14,3.50%,4,1.00%,9,2.20%,97.80%,13,3.20%,54,13.40%,356,88.60%,78.40%,402,$1.24 
75Q177,P.S. Q177,Q177,Q,"$18,000.00 ",$601.56 ,$500.00 ,"$18,101.56 ",105,21.50%,156,32.00%,103,21.10%,12,2.50%,112,23.00%,77.00%,488,100.00%,118,24.20%,385,78.90%,80.80%,488,$1.23 
17K600,Clara Barton High School,K600,K,"$1,006.50 ","$1,456.50 ","$1,100.00 ",$356.50 ,18,1.50%,1044,87.00%,87,7.20%,40,3.30%,11,0.90%,99.10%,217,18.10%,94,7.80%,895,74.60%,70.40%,1200,$1.21 
09X110,P.S. 110 Theodore Schoenfeld,X110,X,$221.00 ,$494.00 ,$354.00 ,$140.00 ,1,0.20%,144,35.30%,228,55.90%,3,0.70%,32,7.80%,92.20%,90,22.10%,71,17.40%,398,97.50%,94.80%,408,$1.21 
07X005,P.S. 5 Port Morris,X005,X,$0.00 ,$823.85 ,$417.39 ,$406.46 ,3,0.40%,202,27.70%,500,68.60%,6,0.80%,18,2.50%,97.50%,172,23.60%,179,24.60%,701,96.20%,94.70%,729,$1.13 
10X037,P.S. X037 - Multiple Intelligence School,X037,X,$980.00 ,$700.00 ,"$1,361.85 ",$318.15 ,12,1.90%,133,21.10%,465,73.80%,8,1.30%,12,1.90%,98.10%,176,27.90%,97,15.40%,540,85.70%,85.90%,630,$1.11 
13K351,The Urban Assembly Unison School,K351,K,$86.00 ,$177.00 ,$0.00 ,$263.00 ,4,2.50%,132,82.00%,22,13.70%,1,0.60%,2,1.20%,98.80%,57,35.40%,12,7.50%,131,81.40%,81.90%,161,$1.10 
21K410,Abraham Lincoln High School,K410,K,$743.30 ,"$2,073.36 ","$1,429.85 ",$643.51 ,292,15.30%,796,41.80%,470,24.70%,22,1.20%,324,17.00%,83.00%,312,16.40%,336,17.60%,1428,75.00%,81.30%,1904,$1.09 
02M655,Life Sciences Secondary School,M655,M,$165.00 ,$460.50 ,$511.00 ,$114.50 ,30,7.10%,109,25.60%,263,61.90%,7,1.60%,16,3.80%,96.20%,92,21.60%,44,10.40%,335,78.80%,84.80%,425,$1.08 
75Q256,P.S. Q256,Q256,Q,"$5,262.85 ",$550.00 ,$0.00 ,"$5,812.85 ",36,6.90%,267,51.30%,156,30.00%,6,1.20%,55,10.60%,89.40%,449,86.30%,73,14.00%,398,76.50%,88.40%,520,$1.06 
25Q240,Veritas Academy,Q240,Q,$58.22 ,$587.00 ,$0.00 ,$645.22 ,76,13.40%,71,12.50%,346,61.00%,21,3.70%,53,9.30%,90.70%,103,18.20%,45,7.90%,390,68.80%,68.30%,567,$1.04 
24Q296,Pan American International High School,Q296,Q,$389.56 ,$389.56 ,$389.56 ,$0.00 ,0,0.00%,1,0.20%,419,99.10%,2,0.50%,1,0.20%,99.80%,12,2.80%,356,84.20%,356,84.20%,96.30%,423,$0.92 
20K682,The Academy of Talented Scholars,K682,K,"$52,393.80 ",$345.12 ,$0.00 ,"$52,738.92 ",89,23.10%,16,4.20%,44,11.40%,7,1.80%,229,59.50%,40.50%,114,29.60%,31,8.10%,162,42.10%,40.00%,385,$0.90 
19K292,J.H.S. 292 Margaret S. Douglas,K292,K,$0.00 ,$500.00 ,$500.00 ,$0.00 ,82,14.60%,273,48.50%,181,32.10%,10,1.80%,17,3.00%,97.00%,144,25.60%,90,16.00%,531,94.30%,91.90%,563,$0.89 
03M415,Wadleigh Secondary School for the Performing & Visual Arts,M415,M,$273.50 ,$273.50 ,$4.00 ,$269.50 ,2,0.60%,165,52.70%,128,40.90%,12,3.80%,6,1.90%,98.10%,70,22.40%,9,2.90%,249,79.60%,87.30%,313,$0.87 
75Q811,P.S. Q811,Q811,Q,"$2,929.39 ",$373.20 ,"$1,120.23 ","$2,182.36 ",91,21.10%,134,31.10%,122,28.30%,23,5.30%,61,14.20%,85.80%,431,100.00%,113,26.20%,346,80.30%,82.00%,431,$0.87 
02M280,Manhattan Early College School for Advertising,M280,M,"$1,702.39 ",$359.86 ,$250.00 ,"$1,812.25 ",41,9.90%,150,36.10%,187,45.00%,16,3.80%,22,5.30%,94.70%,80,19.20%,16,3.80%,304,73.10%,72.40%,416,$0.87 
11X041,P.S. 041 Gun Hill Road,X041,X,$742.25 ,$742.25 ,$404.89 ,$337.36 ,18,2.10%,426,49.40%,390,45.20%,4,0.50%,24,2.80%,97.20%,166,19.30%,100,11.60%,832,96.50%,89.60%,862,$0.86 
30Q230,I.S. 230,Q230,Q,$200.00 ,"$1,062.00 ","$3,500.00 ","$1,039.69 ",445,35.30%,3,0.20%,735,58.30%,21,1.70%,57,4.50%,95.50%,165,13.10%,176,14.00%,941,74.60%,71.50%,1261,$0.84 
06M293,City College Academy of the Arts,M293,M,$0.00 ,$510.00 ,$383.90 ,$126.00 ,8,1.30%,24,3.90%,556,91.40%,4,0.70%,16,2.60%,97.40%,89,14.60%,33,5.40%,492,80.90%,79.40%,608,$0.84 
26Q435,Martin Van Buren High School,Q435,Q,$907.92 ,$968.30 ,$310.00 ,$658.30 ,334,28.70%,528,45.40%,203,17.50%,60,5.20%,37,3.20%,96.80%,133,11.40%,151,13.00%,856,73.70%,66.10%,1162,$0.83 
02M400,High School for Environmental Studies,M400,M,$81.96 ,$936.65 ,$512.00 ,$506.61 ,125,10.90%,180,15.70%,735,64.10%,31,2.70%,75,6.50%,93.50%,217,18.90%,100,8.70%,940,82.00%,78.00%,1146,$0.82 
12X057,P.S. 057 Crescent,X057,X,"$1,289.93 ",$456.93 ,"$4,341.94 ",$224.99 ,8,1.40%,142,24.90%,392,68.70%,16,2.80%,13,2.30%,97.70%,133,23.30%,99,17.30%,521,91.20%,93.60%,571,$0.80 
07X343,Academy of Applied Mathematics and Technology,X343,X,$939.25 ,$238.89 ,$480.65 ,$697.49 ,6,2.00%,87,28.30%,209,68.10%,2,0.70%,3,1.00%,99.00%,84,27.40%,36,11.70%,285,92.80%,93.10%,307,$0.78 
27Q226,J.H.S. 226 Virgil I. Grissom,Q226,Q,$755.68 ,$708.50 ,"$1,455.00 ",$9.18 ,298,32.70%,312,34.20%,161,17.70%,125,13.70%,15,1.60%,98.40%,186,20.40%,67,7.40%,788,86.50%,68.30%,911,$0.78 
02M288,Food and Finance High School,M288,M,$581.55 ,$288.00 ,$634.45 ,$235.10 ,21,5.60%,130,34.70%,199,53.10%,15,4.00%,10,2.70%,97.30%,75,20.00%,12,3.20%,310,82.70%,77.30%,375,$0.77 
29Q498,Humanities & Arts Magnet High School,Q498,Q,$435.00 ,$336.00 ,$664.87 ,$106.13 ,27,6.20%,325,74.00%,66,15.00%,13,3.00%,8,1.80%,98.20%,73,16.60%,50,11.40%,364,82.90%,66.30%,439,$0.77 
30Q575,Academy of American Studies,Q575,Q,"$2,560.65 ",$758.00 ,"$2,712.00 ",$606.65 ,262,26.00%,43,4.30%,352,35.00%,3,0.30%,347,34.50%,65.50%,78,7.70%,26,2.60%,626,62.20%,52.90%,1007,$0.75 
08X405,Herbert H. Lehman High School,X405,X,$833.78 ,$573.00 ,$200.00 ,"$1,206.78 ",115,14.50%,217,27.30%,374,47.10%,16,2.00%,72,9.10%,90.90%,195,24.60%,102,12.80%,615,77.50%,77.40%,794,$0.72 
75X010,P.S. X010,X010,X,"$1,250.72 ",$393.00 ,$151.36 ,"$1,492.00 ",13,2.20%,177,30.20%,355,60.50%,6,1.00%,36,6.10%,93.90%,586,99.80%,146,24.90%,520,88.60%,91.70%,587,$0.67 
23K392,I.S. 392,K392,K,"$1,311.00 ",$205.00 ,$815.00 ,$496.00 ,8,2.60%,239,77.90%,47,15.30%,12,3.90%,1,0.30%,99.70%,49,16.00%,4,1.30%,235,76.50%,64.50%,307,$0.67 
02M489,High School of Economics and Finance,M489,M,$490.52 ,$490.52 ,$60.00 ,$430.52 ,161,21.70%,181,24.40%,326,44.00%,14,1.90%,59,8.00%,92.00%,140,18.90%,44,5.90%,561,75.70%,76.40%,741,$0.66 
02M282,Urban Assembly Maker Academy,M282,M,"$1,104.48 ",$255.73 ,$78.05 ,"$1,282.16 ",32,8.20%,107,27.40%,192,49.20%,17,4.40%,42,10.80%,89.20%,76,19.50%,15,3.80%,303,77.70%,70.20%,390,$0.66 
18K576,Victory Collegiate High School,K576,K,$182.00 ,$218.00 ,$250.00 ,$150.00 ,5,1.50%,278,81.50%,36,10.60%,8,2.30%,14,4.10%,95.90%,87,25.50%,23,6.70%,254,74.50%,76.40%,341,$0.64 
15K592,Khalil Gibran International Academy,K592,K,"$1,225.88 ",$140.00 ,"$1,201.60 ",$164.28 ,40,17.70%,81,35.80%,18,8.00%,14,6.20%,73,32.30%,67.70%,43,19.00%,84,37.20%,185,81.90%,85.70%,226,$0.62 
12X463,Urban Scholars Community School,X463,X,$186.00 ,$186.00 ,$88.00 ,$274.00 ,5,1.70%,137,45.50%,154,51.20%,3,1.00%,2,0.70%,99.30%,86,28.60%,45,15.00%,288,95.70%,96.10%,301,$0.62 
21K559,Life Academy High School for Film and Music,K559,K,$0.00 ,$170.00 ,$0.00 ,$170.00 ,33,11.50%,89,31.10%,119,41.60%,5,1.70%,40,14.00%,86.00%,68,23.80%,28,9.80%,219,76.60%,77.40%,286,$0.59 
19K404,Academy for Young Writers,K404,K,$76.16 ,$326.10 ,$36.00 ,$290.16 ,6,1.10%,380,69.00%,151,27.40%,8,1.50%,6,1.10%,98.90%,122,22.10%,19,3.40%,467,84.80%,80.90%,551,$0.59 
29Q313,Benjamin Franklin High School for Finance & Information Technology,Q313,Q,"$1,118.39 ",$220.00 ,$0.00 ,"$1,338.39 ",58,14.90%,230,59.10%,65,16.70%,28,7.20%,8,2.10%,97.90%,67,17.20%,51,13.10%,330,84.80%,68.30%,389,$0.57 
12X316,Kappa III,X316,X,$63.05 ,$213.05 ,$127.00 ,$86.05 ,8,2.10%,100,25.80%,273,70.50%,5,1.30%,1,0.30%,99.70%,104,26.90%,38,9.80%,352,91.00%,89.80%,387,$0.55 
02M439,Manhattan Village Academy,M439,M,"$1,404.53 ",$248.00 ,$942.23 ,$710.30 ,40,8.80%,64,14.20%,287,63.50%,21,4.60%,40,8.80%,91.20%,71,15.70%,9,2.00%,347,76.80%,66.90%,452,$0.55 
29Q192,I.S. 192 The Linden,Q192,Q,$555.28 ,$265.00 ,$425.00 ,$395.28 ,22,4.50%,381,77.40%,51,10.40%,36,7.30%,2,0.40%,99.60%,112,22.80%,40,8.10%,335,68.10%,58.10%,492,$0.54 
21K329,P.S. 329 Surfside,K329,K,$244.26 ,$202.00 ,$165.00 ,$281.26 ,19,4.90%,239,61.60%,110,28.40%,3,0.80%,17,4.40%,95.60%,106,27.30%,16,4.10%,367,94.60%,92.00%,388,$0.52 
24Q093,I.S. 093 Ridgewood,Q093,Q,$680.00 ,$556.00 ,$149.00 ,"$1,089.00 ",85,7.60%,28,2.50%,810,72.10%,8,0.70%,193,17.20%,82.80%,249,22.20%,153,13.60%,1008,89.70%,74.00%,1124,$0.49 
18K563,It Takes a Village Academy,K563,K,$764.65 ,$320.00 ,$500.00 ,$584.65 ,12,1.80%,583,88.50%,44,6.70%,13,2.00%,7,1.10%,98.90%,98,14.90%,116,17.60%,454,68.90%,75.90%,659,$0.49 
08X367,"Archimedes Academy for Math, Science and Technology Applications",X367,X,"$1,260.16 ",$317.26 ,$0.00 ,"$1,577.42 ",70,10.60%,178,27.00%,391,59.30%,8,1.20%,12,1.80%,98.20%,179,27.20%,70,10.60%,506,76.80%,83.40%,659,$0.48 
29Q035,P.S. 035 Nathaniel Woodhull,Q035,Q,$0.00 ,$320.00 ,$0.00 ,$316.80 ,195,28.90%,223,33.10%,176,26.10%,60,8.90%,20,3.00%,97.00%,96,14.20%,95,14.10%,554,82.20%,70.50%,674,$0.47 
